Frame Id, Hands, Timestamp, Extended Fingers, Tools, Gestures, Hand Id, Hand Palm X, Hand Palm Y, Hand Palm Z, Hand Pitch, Hand Roll, Hand Yaw, Arm Direction X, Arm Direction Y, Arm Direction Z, Wrist Position X, Wrist Position Y, Wrist Position Z, Elbow Position X, Elbow Position Y, Elbow Position Z, Thumb Id, Thumb Length, Thumb width, Thumb Metacarpal Start X, Thumb Metacarpal Start Y, Thumb Metacarpal Start Z, Thumb Metacarpal End X, Thumb Metacarpal End Y, Thumb Metacarpal End Z, Thumb Metacarpal Direction X, Thumb Metacarpal Direction Y, Thumb Metacarpal Direction Z, Thumb Proximal Start X, Thumb Proximal Start Y, Thumb Proximal Start Z, Thumb Proximal End X, Thumb Proximal End Y, Thumb Proximal End Z, Thumb Proximal Direction X, Thumb Proximal Direction Y, Thumb Proximal Direction Z, Thumb Middle Start X, Thumb Middle Start Y, Thumb Middle Start Z, Thumb Middle End X, Thumb Middle End Y, Thumb Middle End Z, Thumb Middle Direction X, Thumb Middle Direction Y, Thumb Middle Direction Z, Thumb Distal Start X, Thumb Distal Start Y, Thumb Distal Start Z, Thumb Distal End X, Thumb Distal End Y, Thumb Distal End Z, Thumb Distal Direction X, Thumb Distal Direction Y, Thumb Distal Direction Z, Index Id, Index Length, Index Width, Index Metacarpal Start X, Index Metacarpal Start Y, Index Metacarpal Start Z, Index Metacarpal End X, Index Metacarpal End Y, Index Metacarpal End Z, Index Metacarpal Direction X, Index Metacarpal Direction Y, Index Metacarpal Direction Z, Index Proximal Start X, Index Proximal Start Y, Index Proximal Start Z, Index Proximal End X, Index Proximal End Y, Index Proximal End Z, Index Proximal Direction X, Index Proximal Direction Y, Index Proximal Direction Z, Index Middle Start X, Index Middle Start Y, Index Middle Start Z, Index Middle End X, Index Middle End Y, Index Middle End Z, Index Middle Direction X, Index Middle Direction Y, Index Middle Direction Z, Index Distal Start X, Index Distal Start Y, Index Distal Start Z, Index Distal End X, Index Distal End Y, Index Distal End Z, Index Distal Direction X, Index Distal Direction Y, Index Distal Direction Z, Middle Id, Middle Length, Middle Width, Middle Metacarpal Start X, Middle Metacarpal Start Y, Middle Metacarpal Start Z, Middle Metacarpal End X, Middle Metacarpal End Y, Middle Metacarpal End Z, Middle Metacarpal Direction X, Middle Metacarpal Direction Y, Middle Metacarpal Direction Z, Middle Proximal Start X, Middle Proximal Start Y, Middle Proximal Start Z, Middle Proximal End X, Middle Proximal End Y, Middle Proximal End Z, Middle Metacarpal Direction X, Middle Metacarpal Direction Y, Middle Metacarpal Direction Z, Middle Middle Start X, Middle Middle Start Y, Middle Middle Start Z, Middle Middle End X, Middle Middle End Y, Middle Middle End Z, Middle Middle Direction X, Middle Middle Direction Y, Middle Middle Direction Z, Middle Distal Start X, Middle Distal Start Y, Middle Distal Start Z, Middle Distal End X, Middle Distal End Y, Middle Distal End Z, Middle Distal Direction X, Middle Distal Direction Y, Middle Distal Direction Z, Ring Id, Ring Length, Ring Width, Ring Metacarpal Start X, Ring Metacarpal Start Y, Ring Metacarpal Start Z, Ring Metacarpal End X, Ring Metacarpal End Y, Ring Metacarpal End Z, Ring Metacarpal Direction X, Ring Metacarpal Direction Y, Ring Metacarpal Direction Z, Ring Proximal Start X, Ring Proximal Start Y, Ring Proximal Start Z, Ring Proximal End X, Ring Proximal End Y, Ring Proximal End Z, Ring Proximal Direction X, Ring Proximal Direction Y, Ring Proximal Direction Z, Ring Middle Start X, Ring Middle Start Y, Ring Middle Start Z, Ring Middle End X, Ring Middle End Y, Ring Middle End Z, Ring Middle Direction X, Ring Middle Direction Y, Ring Middle Direction Z, Ring Distal Start X, Ring Distal Start Y, Ring Distal Start Z, Ring Distal End X, Ring Distal End Y, Ring Distal End Z, Ring Distal Direction X, Ring Distal Direction Y, Ring Distal Direction Z, Pinky Id, Pinky Length, Pinky Width, Pinky Metacarpal Start X, Pinky Metacarpal Start Y, Pinky Metacarpal Start Z, Pinky Metacarpal End X, Pinky Metacarpal End Y, Pinky Metacarpal End Z, Pinky Metacarpal Direction X, Pinky Metacarpal Direction Y, Pinky Metacarpal Direction Z, Pinky Proximal Start X, Pinky Proximal Start Y, Pinky Proximal Start Z, Pinky Proximal End X, Pinky Proximal End Y, Pinky Proximal End Z, Pinky Proximal Direction X, Pinky Proximal Direction Y, Pinky Proximal Direction Z, Pinky Middle Start X, Pinky Middle Start Y, Pinky Middle Start Z, Pinky Middle End X, Pinky Middle End Y, Pinky Middle End Z, Pinky Middle Direction X, Pinky Middle Direction Y, Pinky Middle Direction Z, Pinky Distal Start X, Pinky Distal Start Y, Pinky Distal Start Z, Pinky Distal End X, Pinky Distal End Y, Pinky Distal End Z, Pinky Distal Direction X, Pinky Distal Direction Y, Pinky Distal Direction Z
43016, 956242276, 1, 5, 0, 0, 29, (93.8231, 99.2585, 38.3894), 15.1773 degrees, 20.5218 degrees, 9.397 degrees , (0.20732, 0.300901, -0.930848), (78.4673, 88.2242, 83.8584), (28.0799, 15.0926, 310.094), 290, 46.9129, 18.2282, (105.079, 86.128, 90.9259), (105.079, 86.128, 90.9259), (0, 0, 0), (105.079, 86.128, 90.9259), (143.434, 96.5886, 69.9855), (-0.853592, -0.232801, 0.46603), (143.434, 96.5886, 69.9855), (160.486, 94.2644, 44.5733), (-0.555603, 0.075728, 0.827992), (160.486, 94.2644, 44.5733), (162.394, 86.7509, 24.9845), (-0.0905689, 0.356647, 0.929839), 291, 52.9359, 17.4115, (93.823, 102.634, 83.4341), (117.564, 113.569, 22.5863), (-0.35849, -0.16511, 0.918816), (117.564, 113.569, 22.5863), (138.763, 99.7725, -6.66843), (-0.548175, 0.356739, 0.756466), (138.763, 99.7725, -6.66843), (149.99, 85.9628, -19.1836), (-0.515993, 0.634722, 0.575221), (149.99, 85.9628, -19.1836), (157.112, 73.956, -25.6373), (-0.46308, 0.780688, 0.419623), 292, 60.3162, 17.1004, (83.8478, 101.444, 78.7511), (98.5602, 109.483, 18.2282), (-0.234266, -0.128007, 0.963708), (98.5602, 109.483, 18.2282), (107.49, 112.601, -24.1162), (-0.20581, -0.0718614, 0.97595), (107.49, 112.601, -24.1162), (115.142, 109.26, -48.3134), (-0.298929, 0.130523, 0.945307), (115.142, 109.26, -48.3134), (121.275, 104.393, -63.3082), (-0.362567, 0.287702, 0.886438), 293, 57.9957, 16.2722, (74.1606, 97.5439, 75.1119), (79.4348, 102.129, 19.1609), (-0.0935372, -0.0813127, 0.99229), (79.4348, 102.129, 19.1609), (83.1069, 103.031, -20.8795), (-0.0913049, -0.0224415, 0.99557), (83.1069, 103.031, -20.8795), (85.7623, 102.953, -45.6738), (-0.106486, 0.00313882, 0.994309), (85.7623, 102.953, -45.6738), (87.7536, 102.561, -62.3694), (-0.118401, 0.0233243, 0.992692), 294, 45.4675, 14.4542, (66.2415, 87.6336, 73.3227), (63.516, 91.4827, 21.3405), (0.0522161, -0.0737437, 0.995909), (63.516, 91.4827, 21.3405), (56.1622, 86.16, -9.1663), (0.231044, 0.167229, 0.958464), (56.1622, 86.16, -9.1663), (53.0807, 82.1308, -26.0257), (0.175023, 0.228854, 0.957597), (53.0807, 82.1308, -26.0257), (51.0628, 77.8444, -40.8005), (0.130057, 0.276263, 0.952242)
43017, 956268289, 1, 5, 0, 0, 29, (79.0694, 99.013, 36.9957), 17.6485 degrees, 19.5811 degrees, 6.4092 degrees , (0.229785, 0.26698, -0.935906), (66.1852, 85.9813, 82.703), (10.3377, 21.094, 310.168), 290, 46.9129, 18.2282, (93.1307, 83.3828, 88.1539), (93.1307, 83.3828, 88.1539), (0, 0, 0), (93.1307, 83.3828, 88.1539), (130.162, 94.8796, 65.4479), (-0.824125, -0.255864, 0.505324), (130.162, 94.8796, 65.4479), (145.725, 93.9326, 39.0124), (-0.507101, 0.030857, 0.861334), (145.725, 93.9326, 39.0124), (146.604, 87.5301, 18.9612), (-0.0417133, 0.303913, 0.951786), 291, 52.9359, 17.4115, (81.6254, 100.293, 82.0761), (102.018, 113.884, 20.5531), (-0.307933, -0.205216, 0.929012), (102.018, 113.884, 20.5531), (121.36, 101.012, -10.3625), (-0.500151, 0.332845, 0.799414), (121.36, 101.012, -10.3625), (131.67, 87.4953, -23.9419), (-0.473834, 0.621238, 0.624136), (131.67, 87.4953, -23.9419), (138.234, 75.6068, -31.16), (-0.426847, 0.773002, 0.469328), 292, 60.3162, 17.1004, (71.3928, 99.388, 77.9136), (82.7632, 110.131, 17.0909), (-0.181051, -0.171063, 0.968482), (82.7632, 110.131, 17.0909), (89.4042, 115.077, -25.4995), (-0.153062, -0.114001, 0.981619), (89.4042, 115.077, -25.4995), (95.6469, 112.88, -50.2263), (-0.243883, 0.0858538, 0.965997), (95.6469, 112.88, -50.2263), (100.857, 108.777, -65.788), (-0.307981, 0.242564, 0.919952), 293, 57.9957, 16.2722, (61.4813, 95.7255, 74.6513), (63.6531, 102.869, 18.762), (-0.0385164, -0.12668, 0.991196), (63.6531, 102.869, 18.762), (64.9693, 105.838, -21.3253), (-0.0327263, -0.0738286, 0.996734), (64.9693, 105.838, -21.3253), (66.5195, 106.418, -46.2064), (-0.062169, -0.0232678, 0.997794), (66.5195, 106.418, -46.2064), (67.9551, 106.134, -62.9611), (-0.0853574, 0.0168692, 0.996208), 294, 45.4675, 14.4542, (53.3832, 85.9617, 72.8578), (47.7839, 92.2385, 21.3443), (0.107274, -0.120254, 0.98693), (47.7839, 92.2385, 21.3443), (38.6809, 88.3959, -8.91203), (0.285999, 0.120725, 0.950595), (38.6809, 88.3959, -8.91203), (34.614, 85.1871, -25.7386), (0.230997, 0.18226, 0.955731), (34.614, 85.1871, -25.7386), (31.719, 81.621, -40.559), (0.18658, 0.229832, 0.955178)
43018, 956276911, 1, 5, 0, 0, 29, (75.6289, 99.2688, 36.9938), 18.3985 degrees, 18.9187 degrees, 5.43312 degrees , (0.232076, 0.260233, -0.93724), (63.5567, 85.6736, 82.7586), (7.15256, 22.426, 310.547), 290, 46.9129, 18.2282, (90.5843, 82.7926, 87.6303), (90.5843, 82.7926, 87.6303), (0, 0, 0), (90.5843, 82.7926, 87.6303), (127.124, 94.5042, 64.248), (-0.81319, -0.260641, 0.520374), (127.124, 94.5042, 64.248), (142.094, 93.9626, 37.4607), (-0.487764, 0.0176465, 0.872797), (142.094, 93.9626, 37.4607), (142.897, 88.1047, 17.2405), (-0.0381048, 0.278061, 0.959808), 291, 52.9359, 17.4115, (79.0932, 99.8762, 82.0276), (98.3611, 114.202, 20.3094), (-0.290949, -0.216329, 0.93196), (98.3611, 114.202, 20.3094), (116.951, 101.46, -11.1174), (-0.480688, 0.329499, 0.812631), (116.951, 101.46, -11.1174), (126.839, 87.9185, -24.9823), (-0.454475, 0.62238, 0.637257), (126.839, 87.9185, -24.9823), (133.118, 75.9872, -32.3817), (-0.408271, 0.775786, 0.481115), 292, 60.3162, 17.1004, (68.7729, 99.1086, 78.0585), (79.0122, 110.646, 17.1804), (-0.163041, -0.183712, 0.969365), (79.0122, 110.646, 17.1804), (84.8924, 116.111, -25.4583), (-0.135527, -0.125967, 0.982733), (84.8924, 116.111, -25.4583), (90.6247, 114.261, -50.3366), (-0.223944, 0.0723104, 0.971916), (90.6247, 114.261, -50.3366), (95.479, 110.4, -66.0744), (-0.286966, 0.228195, 0.930364), 293, 57.9957, 16.2722, (58.7698, 95.5688, 74.9434), (59.8827, 103.505, 19.13), (-0.0197379, -0.140742, 0.98985), (59.8827, 103.505, 19.13), (60.4541, 107.042, -20.9287), (-0.0142056, -0.0879511, 0.996023), (60.4541, 107.042, -20.9287), (61.5842, 107.877, -45.8252), (-0.0453206, -0.0334968, 0.998411), (61.5842, 107.877, -45.8252), (62.7588, 107.714, -62.6018), (-0.0698405, 0.00972992, 0.997511), 294, 45.4675, 14.4542, (50.5611, 85.8935, 73.1728), (43.9853, 92.9586, 21.8772), (0.125985, -0.135358, 0.982754), (43.9853, 92.9586, 21.8772), (34.2485, 89.6268, -8.24199), (0.305911, 0.104678, 0.946288), (34.2485, 89.6268, -8.24199), (29.8235, 86.6912, -25.028), (0.251334, 0.166741, 0.95343), (29.8235, 86.6912, -25.028), (26.6095, 83.3584, -39.8369), (0.207147, 0.2148, 0.954437)
43019, 956285648, 1, 5, 0, 0, 29, (70.8421, 99.5545, 36.938), 19.1291 degrees, 18.0386 degrees, 4.63645 degrees , (0.241115, 0.248097, -0.938249), (59.4439, 85.4473, 82.7207), (0.842836, 25.1492, 310.755), 290, 46.9129, 18.2282, (86.5198, 82.1875, 87.0558), (86.5198, 82.1875, 87.0558), (0, 0, 0), (86.5198, 82.1875, 87.0558), (122.571, 94.0746, 63.0126), (-0.80231, -0.264547, 0.535083), (122.571, 94.0746, 63.0126), (136.913, 93.9341, 35.879), (-0.467315, 0.00457669, 0.884079), (136.913, 93.9341, 35.879), (137.906, 88.7891, 15.4741), (-0.0471303, 0.244223, 0.968573), 291, 52.9359, 17.4115, (75.13, 99.4798, 81.905), (93.4412, 114.463, 20.0516), (-0.276504, -0.226248, 0.934001), (93.4412, 114.463, 20.0516), (111.226, 101.521, -11.757), (-0.45989, 0.334647, 0.822504), (111.226, 101.521, -11.757), (120.583, 87.6423, -25.657), (-0.430027, 0.637902, 0.638872), (120.583, 87.6423, -25.657), (126.445, 75.4437, -32.9623), (-0.38115, 0.793162, 0.474993), 292, 60.3162, 17.1004, (64.731, 98.8872, 78.1152), (73.9983, 111.174, 17.2279), (-0.147564, -0.195636, 0.969511), (73.9983, 111.174, 17.2279), (79.2979, 117.084, -25.4276), (-0.122143, -0.136225, 0.983119), (79.2979, 117.084, -25.4276), (84.5862, 115.568, -50.4266), (-0.206597, 0.0592291, 0.976632), (84.5862, 115.568, -50.4266), (89.1065, 111.962, -66.3234), (-0.26723, 0.213147, 0.939764), 293, 57.9957, 16.2722, (54.6323, 95.5071, 75.1343), (54.825, 104.225, 19.4269), (-0.00341874, -0.154608, 0.98797), (54.825, 104.225, 19.4269), (54.7707, 108.299, -20.5848), (0.00135065, -0.101301, 0.994855), (54.7707, 108.299, -20.5848), (55.5296, 109.398, -45.4851), (-0.0304344, -0.0440597, 0.998565), (55.5296, 109.398, -45.4851), (56.463, 109.374, -62.2777), (-0.0554999, 0.00138176, 0.998458), 294, 45.4675, 14.4542, (46.28, 85.9528, 73.3786), (38.8575, 93.8236, 22.3163), (0.142204, -0.150794, 0.978284), (38.8575, 93.8236, 22.3163), (28.5367, 91.0437, -7.66405), (0.324262, 0.0873406, 0.941927), (28.5367, 91.0437, -7.66405), (23.7895, 88.3856, -24.4083), (0.269635, 0.150974, 0.951054), (23.7895, 88.3856, -24.4083), (20.2941, 85.2775, -39.2023), (0.225279, 0.200315, 0.953479)
43020, 956294292, 1, 5, 0, 0, 29, (65.9497, 100.242, 36.8001), 19.423 degrees, 17.0647 degrees, 3.71507 degrees , (0.252483, 0.237674, -0.937957), (55.3167, 85.971, 82.716), (-6.04734, 28.2062, 310.679), 290, 46.9129, 18.2282, (82.4349, 82.3719, 86.4801), (82.4349, 82.3719, 86.4801), (0, 0, 0), (82.4349, 82.3719, 86.4801), (117.984, 94.1247, 61.637), (-0.791142, -0.261559, 0.552884), (117.984, 94.1247, 61.637), (131.655, 94.0816, 34.1585), (-0.445427, 0.00140574, 0.895317), (131.655, 94.0816, 34.1585), (132.606, 89.3456, 13.6529), (-0.0451559, 0.22481, 0.973356), 291, 52.9359, 17.4115, (71.1453, 99.8271, 81.6694), (88.3746, 114.998, 19.5514), (-0.260167, -0.229079, 0.937996), (88.3746, 114.998, 19.5514), (105.254, 101.53, -12.5312), (-0.436474, 0.348239, 0.82959), (105.254, 101.53, -12.5312), (114.013, 87.1151, -26.2741), (-0.402547, 0.662549, 0.631652), (114.013, 87.1151, -26.2741), (119.405, 74.5335, -33.2858), (-0.350594, 0.818068, 0.455905), 292, 60.3162, 17.1004, (60.6655, 99.3787, 78.0878), (68.8416, 111.951, 17.1026), (-0.130187, -0.200183, 0.971071), (68.8416, 111.951, 17.1026), (73.5671, 117.948, -25.6081), (-0.108914, -0.138233, 0.984393), (73.5671, 117.948, -25.6081), (78.4045, 116.582, -50.707), (-0.188979, 0.0533639, 0.98053), (78.4045, 116.582, -50.707), (82.5803, 113.129, -66.7313), (-0.246864, 0.204151, 0.947302), 293, 57.9957, 16.2722, (50.4699, 96.1344, 75.2917), (49.6371, 105.209, 19.6471), (0.0147692, -0.160937, 0.986854), (49.6371, 105.209, 19.6471), (48.8434, 109.54, -20.3298), (0.0197342, -0.107674, 0.99399), (48.8434, 109.54, -20.3298), (49.1439, 110.754, -45.2345), (-0.0120485, -0.0486993, 0.998741), (49.1439, 110.754, -45.2345), (49.7689, 110.785, -62.0414), (-0.0371598, -0.00187622, 0.999308), 294, 45.4675, 14.4542, (41.9732, 86.6884, 73.6464), (33.6114, 94.9738, 22.7954), (0.160201, -0.158737, 0.974237), (33.6114, 94.9738, 22.7954), (22.6534, 92.5136, -6.98618), (0.34428, 0.077293, 0.93568), (22.6534, 92.5136, -6.98618), (17.5443, 90.0141, -23.6481), (0.290189, 0.141971, 0.94638), (17.5443, 90.0141, -23.6481), (13.7254, 87.0325, -38.3881), (0.246132, 0.192168, 0.949995)
43021, 956303023, 1, 5, 0, 0, 29, (60.6777, 100.661, 36.7287), 20.1951 degrees, 16.7605 degrees, 2.74985 degrees , (0.262429, 0.223116, -0.938802), (50.833, 85.7665, 82.6222), (-12.9484, 31.5398, 310.791), 290, 46.9129, 18.2282, (78.0086, 82.0883, 85.8599), (78.0086, 82.0883, 85.8599), (0, 0, 0), (78.0086, 82.0883, 85.8599), (113.033, 94.1601, 60.432), (-0.779475, -0.268659, 0.565899), (113.033, 94.1601, 60.432), (126.167, 94.5137, 32.6952), (-0.427941, -0.0115197, 0.903733), (126.167, 94.5137, 32.6952), (127.143, 90.2858, 12.0801), (-0.0463321, 0.200688, 0.978559), 291, 52.9359, 17.4115, (66.6581, 99.6198, 81.4899), (82.8153, 115.632, 19.2952), (-0.243977, -0.241792, 0.939155), (82.8153, 115.632, 19.2952), (99.0312, 102.221, -13.1514), (-0.419311, 0.346777, 0.839002), (99.0312, 102.221, -13.1514), (107.414, 87.5958, -26.9063), (-0.385273, 0.672223, 0.632203), (107.414, 87.5958, -26.9063), (112.529, 74.8319, -33.7947), (-0.332607, 0.829921, 0.447887), 292, 60.3162, 17.1004, (56.1167, 99.2317, 78.0869), (63.2386, 112.639, 17.1474), (-0.113402, -0.213488, 0.970342), (63.2386, 112.639, 17.1474), (67.5152, 119.062, -25.5488), (-0.0985679, -0.148025, 0.98406), (67.5152, 119.062, -25.5488), (72.0206, 118.077, -50.7272), (-0.176009, 0.0384581, 0.983637), (72.0206, 118.077, -50.7272), (75.951, 114.943, -66.8786), (-0.232355, 0.185303, 0.954816), 293, 57.9957, 16.2722, (45.8696, 96.0367, 75.4254), (44.0733, 105.882, 19.9349), (0.031858, -0.174611, 0.984122), (44.0733, 105.882, 19.9349), (42.5905, 110.743, -19.9613), (0.0368674, -0.12087, 0.991983), (42.5905, 110.743, -19.9613), (42.4849, 112.241, -44.8522), (0.00423644, -0.0600475, 0.998187), (42.4849, 112.241, -44.8522), (42.8479, 112.438, -61.6657), (-0.021586, -0.0117381, 0.999698), 294, 45.4675, 14.4542, (37.3336, 86.6229, 73.7988), (28.0924, 95.6205, 23.2218), (0.177049, -0.172382, 0.968988), (28.0924, 95.6205, 23.2218), (16.6079, 93.5875, -6.39318), (0.36082, 0.0638746, 0.930445), (16.6079, 93.5875, -6.39318), (11.2047, 91.3235, -22.9959), (0.306894, 0.128589, 0.943017), (11.2047, 91.3235, -22.9959), (7.12602, 88.5481, -37.7065), (0.262874, 0.17888, 0.948103)
43022, 956311653, 1, 5, 0, 0, 29, (55.581, 101.632, 36.5377), 20.2122 degrees, 16.2329 degrees, 1.81919 degrees , (0.268467, 0.215074, -0.938972), (46.4906, 86.7409, 82.5877), (-18.7583, 34.4689, 310.798), 290, 46.9129, 18.2282, (73.7056, 82.9649, 85.3458), (73.7056, 82.9649, 85.3458), (0, 0, 0), (73.7056, 82.9649, 85.3458), (108.243, 94.8554, 59.1764), (-0.768624, -0.264623, 0.582402), (108.243, 94.8554, 59.1764), (120.827, 95.1399, 31.1848), (-0.410013, -0.00927021, 0.912032), (120.827, 95.1399, 31.1848), (121.676, 91.0452, 10.5372), (-0.0403328, 0.194367, 0.980099), 291, 52.9359, 17.4115, (62.3422, 100.539, 81.1865), (77.4621, 116.537, 18.7278), (-0.228313, -0.241572, 0.943142), (77.4621, 116.537, 18.7278), (92.9864, 102.739, -13.894), (-0.401429, 0.356802, 0.843533), (92.9864, 102.739, -13.894), (100.963, 87.7022, -27.4462), (-0.366605, 0.691097, 0.622884), (100.963, 87.7022, -27.4462), (105.774, 74.6554, -34.0162), (-0.312859, 0.848312, 0.427182), 292, 60.3162, 17.1004, (51.7414, 100.19, 77.9687), (57.8402, 113.614, 16.922), (-0.0971121, -0.213748, 0.97205), (57.8402, 113.614, 16.922), (61.6748, 119.91, -25.8352), (-0.0883786, -0.145098, 0.985462), (61.6748, 119.91, -25.8352), (65.8415, 118.977, -51.0737), (-0.16278, 0.0364484, 0.985989), (65.8415, 118.977, -51.0737), (69.5162, 115.947, -67.305), (-0.217231, 0.179143, 0.959541), 293, 57.9957, 16.2722, (41.4379, 97.0334, 75.4854), (38.703, 106.923, 20.0411), (0.0485033, -0.175392, 0.983303), (38.703, 106.923, 20.0411), (36.528, 111.786, -19.8231), (0.0540815, -0.120924, 0.991188), (36.528, 111.786, -19.8231), (36.0022, 113.25, -44.7107), (0.0210832, -0.0586833, 0.998054), (36.0022, 113.25, -44.7107), (36.0877, 113.406, -61.5282), (-0.00508135, -0.00926496, 0.999944), 294, 45.4675, 14.4542, (32.8415, 87.6508, 74.0031), (22.7462, 96.7153, 23.6016), (0.193413, -0.173663, 0.965625), (22.7462, 96.7153, 23.6016), (10.7271, 94.7513, -5.80518), (0.377615, 0.061706, 0.923904), (10.7271, 94.7513, -5.80518), (5.02387, 92.5177, -22.3114), (0.323938, 0.126863, 0.937534), (5.02387, 92.5177, -22.3114), (0.679263, 89.7635, -36.9497), (0.280012, 0.17751, 0.943443)
43023, 956320284, 1, 4, 0, 0, 29, (50.5424, 102.467, 36.122), 20.3388 degrees, 15.9724 degrees, 0.844186 degrees , (0.267901, 0.208506, -0.940614), (42.2358, 87.4612, 82.2828), (-22.8755, 36.7856, 310.892), 290, 46.9129, 18.2282, (69.4962, 83.702, 84.5764), (69.4962, 83.702, 84.5764), (0, 0, 0), (69.4962, 83.702, 84.5764), (103.487, 95.5151, 57.6668), (-0.756461, -0.2629, 0.598875), (103.487, 95.5151, 57.6668), (115.517, 95.7711, 29.4325), (-0.39196, -0.00834299, 0.919944), (115.517, 95.7711, 29.4325), (116.324, 91.8475, 8.74997), (-0.0383355, 0.186246, 0.981755), 291, 52.9359, 17.4115, (58.0506, 101.276, 80.6487), (72.1104, 117.431, 17.9832), (-0.212306, -0.243946, 0.946265), (72.1104, 117.431, 17.9832), (87.0209, 103.362, -14.8091), (-0.385554, 0.363793, 0.84794), (87.0209, 103.362, -14.8091), (94.671, 87.9819, -28.1617), (-0.351616, 0.706914, 0.613709), (94.671, 87.9819, -28.1617), (99.2498, 74.6999, -34.4193), (-0.297717, 0.863607, 0.406875), 292, 60.3162, 17.1004, (47.3977, 100.926, 77.6079), (52.4635, 114.496, 16.4991), (-0.0806622, -0.216078, 0.973039), (52.4635, 114.496, 16.4991), (55.9048, 120.749, -26.2977), (-0.0793156, -0.144119, 0.986376), (55.9048, 120.749, -26.2977), (59.7857, 119.915, -51.5852), (-0.151616, 0.0325999, 0.987902), (59.7857, 119.915, -51.5852), (63.2499, 117.018, -67.8871), (-0.20479, 0.17126, 0.963707), 293, 57.9957, 16.2722, (37.0567, 97.7658, 75.29), (33.3866, 107.781, 19.9223), (0.06509, -0.177623, 0.981944), (33.3866, 107.781, 19.9223), (30.4982, 112.675, -19.8928), (0.071817, -0.121673, 0.989969), (30.4982, 112.675, -19.8928), (29.5418, 114.133, -44.7679), (0.0383532, -0.0584887, 0.997551), (29.5418, 114.133, -44.7679), (29.3439, 114.273, -61.5846), (0.0117665, -0.00834, 0.999896), 294, 45.4675, 14.4542, (28.4443, 88.3794, 73.9299), (17.4998, 97.5518, 23.7255), (0.209683, -0.175731, 0.961848), (17.4998, 97.5518, 23.7255), (4.94306, 95.6916, -5.46254), (0.394507, 0.0584427, 0.917032), (4.94306, 95.6916, -5.46254), (-1.05528, 93.5087, -21.8706), (0.3407, 0.123986, 0.931961), (-1.05528, 93.5087, -21.8706), (-5.65632, 90.794, -36.4377), (0.296539, 0.174967, 0.938856)
43024, 956329077, 1, 4, 0, 0, 29, (45.4276, 103.147, 35.6513), 20.5404 degrees, 15.8796 degrees, -0.0300477 degrees , (0.266262, 0.202426, -0.942406), (37.8201, 87.9555, 81.8717), (-26.8927, 38.7575, 310.916), 290, 46.9129, 18.2282, (65.121, 84.2679, 83.7652), (65.121, 84.2679, 83.7652), (0, 0, 0), (65.121, 84.2679, 83.7652), (98.5691, 95.9289, 56.1196), (-0.744388, -0.259516, 0.615254), (98.5691, 95.9289, 56.1196), (110.09, 96.1049, 27.673), (-0.375366, -0.00573435, 0.926859), (110.09, 96.1049, 27.673), (111.018, 92.3806, 6.95872), (-0.0440546, 0.176787, 0.983263), 291, 52.9359, 17.4115, (53.5703, 101.822, 80.0626), (66.6929, 118.238, 17.2618), (-0.198153, -0.247887, 0.948308), (66.6929, 118.238, 17.2618), (81.1078, 104.031, -15.6919), (-0.372741, 0.367376, 0.852115), (81.1078, 104.031, -15.6919), (88.5203, 88.4035, -28.8908), (-0.340691, 0.718268, 0.606648), (88.5203, 88.4035, -28.8908), (92.9386, 74.9516, -34.8958), (-0.287284, 0.874653, 0.39045), 292, 60.3162, 17.1004, (42.8764, 101.452, 77.172), (47.0354, 115.251, 16.046), (-0.0662234, -0.219728, 0.973311), (47.0354, 115.251, 16.046), (50.1834, 121.509, -26.7726), (-0.0725558, -0.144231, 0.98688), (50.1834, 121.509, -26.7726), (53.8466, 120.804, -52.0965), (-0.143109, 0.0275332, 0.989324), (53.8466, 120.804, -52.0965), (57.1483, 118.062, -68.4588), (-0.195185, 0.162091, 0.967279), 293, 57.9957, 16.2722, (32.5127, 98.2694, 74.9897), (28.0284, 108.468, 19.7156), (0.0795294, -0.18088, 0.980284), (28.0284, 108.468, 19.7156), (24.4964, 113.437, -20.0383), (0.0878197, -0.12354, 0.988446), (24.4964, 113.437, -20.0383), (23.1599, 114.914, -44.8948), (0.0535964, -0.0592156, 0.996805), (23.1599, 114.914, -44.8948), (22.7167, 115.051, -61.7069), (0.0263531, -0.00816808, 0.999619), 294, 45.4675, 14.4542, (23.9088, 88.8627, 73.7185), (12.2266, 98.1793, 23.7073), (0.223816, -0.178494, 0.958147), (12.2266, 98.1793, 23.7073), (-0.808936, 96.4726, -5.27945), (0.409552, 0.0536218, 0.91071), (-0.808936, 96.4726, -5.27945), (-7.07472, 94.3777, -21.5988), (0.35589, 0.118986, 0.926922), (-7.07472, 94.3777, -21.5988), (-11.9114, 91.7416, -36.1039), (0.311724, 0.169896, 0.93486)
