Frame Id, Hands, Timestamp, Extended Fingers, Tools, Gestures, Hand Id, Hand Palm X, Hand Palm Y, Hand Palm Z, Hand Pitch, Hand Roll, Hand Yaw, Arm Direction X, Arm Direction Y, Arm Direction Z, Wrist Position X, Wrist Position Y, Wrist Position Z, Elbow Position X, Elbow Position Y, Elbow Position Z, Thumb Id, Thumb Length, Thumb width, Thumb Metacarpal Start X, Thumb Metacarpal Start Y, Thumb Metacarpal Start Z, Thumb Metacarpal End X, Thumb Metacarpal End Y, Thumb Metacarpal End Z, Thumb Metacarpal Direction X, Thumb Metacarpal Direction Y, Thumb Metacarpal Direction Z, Thumb Proximal Start X, Thumb Proximal Start Y, Thumb Proximal Start Z, Thumb Proximal End X, Thumb Proximal End Y, Thumb Proximal End Z, Thumb Proximal Direction X, Thumb Proximal Direction Y, Thumb Proximal Direction Z, Thumb Middle Start X, Thumb Middle Start Y, Thumb Middle Start Z, Thumb Middle End X, Thumb Middle End Y, Thumb Middle End Z, Thumb Middle Direction X, Thumb Middle Direction Y, Thumb Middle Direction Z, Thumb Distal Start X, Thumb Distal Start Y, Thumb Distal Start Z, Thumb Distal End X, Thumb Distal End Y, Thumb Distal End Z, Thum Distal Direction X, Thum Distal Direction Y, Thum Distal Direction Z, Index Id, Index Length, Index Width, Index Metacarpal Start X, Index Metacarpal Start Y, Index Metacarpal Start Z, Index Metacarpal End X, Index Metacarpal End Y, Index Metacarpal End Z, Index Metacarpal Direction X, Index Metacarpal Direction Y, Index Metacarpal Direction Z, Index Proximal Start X, Index Proximal Start Y, Index Proximal Start Z, Index Proximal End X, Index Proximal End Y, Index Proximal End Z, Index Proximal Direction X, Index Proximal Direction Y, Index Proximal Direction Z, Index Middle Start X, Index Middle Start Y, Index Middle Start Z, Index Middle End X, Index Middle End Y, Index Middle End Z, Index Middle Direction X, Index Middle Direction Y, Index Middle Direction Z, Index Distal Start X, Index Distal Start Y, Index Distal Start Z, Index Distal End X, Index Distal End Y, Index Distal End Z, Index Distal Direction X, Index Distal Direction Y, Index Distal Direction Z, Middle Id, Middle Length, Middle Width, Middle Metacarpal Start X, Middle Metacarpal Start Y, Middle Metacarpal Start Z, Middle Metacarpal End X, Middle Metacarpal End Y, Middle Metacarpal End Z, Middle Metacarpal Direction X, Middle Metacarpal Direction Y, Middle Metacarpal Direction Z, Middle Proximal Start X, Middle Proximal Start Y, Middle Proximal Start Z, Middle Proximal End X, Middle Proximal End Y, Middle Proximal End Z, Middle Metacarpal Direction X, Middle Metacarpal Direction Y, Middle Metacarpal Direction Z, Middle Middle Start X, Middle Middle Start Y, Middle Middle Start Z, Middle Middle End X, Middle Middle End Y, Middle Middle End Z, Middle Middle Direction X, Middle Middle Direction Y, Middle Middle Direction Z, Middle Distal Start X, Middle Distal Start Y, Middle Distal Start Z, Middle Distal End X, Middle Distal End Y, Middle Distal End Z, Middle Distal Direction X, Middle Distal Direction Y, Middle Distal Direction Z, Ring Id, Ring Length, Ring Width, Ring Metacarpal Start X, Ring Metacarpal Start Y, Ring Metacarpal Start Z, Ring Metacarpal End X, Ring Metacarpal End Y, Ring Metacarpal End Z, Ring Metacarpal Direction X, Ring Metacarpal Direction Y, Ring Metacarpal Direction Z, Ring Proximal Start X, Ring Proximal Start Y, Ring Proximal Start Z, Ring Proximal End X, Ring Proximal End Y, Ring Proximal End Z, Ring Proximal Direction X, Ring Proximal Direction Y, Ring Proximal Direction Z, Ring Middle Start X, Ring Middle Start Y, Ring Middle Start Z, Ring Middle End X, Ring Middle End Y, Ring Middle End Z, Ring Middle Direction X, Ring Middle Direction Y, Ring Middle Direction Z, Ring Distal Start X, Ring Distal Start Y, Ring Distal Start Z, Ring Distal End X, Ring Distal End Y, Ring Distal End Z, Ring Distal Direction X, Ring Distal Direction Y, Ring Distal Direction Z, Pinky Id, Pinky Length, Pinky Width, Pinky Metacarpal Start X, Pinky Metacarpal Start Y, Pinky Metacarpal Start Z, Pinky Metacarpal End X, Pinky Metacarpal End Y, Pinky Metacarpal End Z, Pinky Metacarpal Direction X, Pinky Metacarpal Direction Y, Pinky Metacarpal Direction Z, Pinky Proximal Start X, Pinky Proximal Start Y, Pinky Proximal Start Z, Pinky Proximal End X, Pinky Proximal End Y, Pinky Proximal End Z, Pinky Proximal Direction X, Pinky Proximal Direction Y, Pinky Proximal Direction Z, Pinky Middle Start X, Pinky Middle Start Y, Pinky Middle Start Z, Pinky Middle End X, Pinky Middle End Y, Pinky Middle End Z, Pinky Middle Direction X, Pinky Middle Direction Y, Pinky Middle Direction Z, Pinky Distal Start X, Pinky Distal Start Y, Pinky Distal Start Z, Pinky Distal End X, Pinky Distal End Y, Pinky Distal End Z, Pinky Distal Direction X, Pinky Distal Direction Y, Pinky Distal Direction Z
39560, 925707278, 1, 5, 0, 0, 21, (-20.5336, 118.854, -22.7198), -65.7421 degrees, -8.91247 degrees, 85.8516 degrees , (0.985683, -0.145455, -0.085275), (-69.298, 130.314, -26.3711), (-313.636, 166.371, -5.23256), 210, 47.8481, 18.5915, (-71.8485, 122.191, 0.475482), (-71.8485, 122.191, 0.475482), (0, 0, 0), (-71.8485, 122.191, 0.475482), (-33.4635, 113.379, 23.9118), (-0.837564, 0.192291, -0.511381), (-33.4635, 113.379, 23.9118), (-5.75312, 104.195, 35.2117), (-0.885224, 0.293379, -0.360982), (-5.75312, 104.195, 35.2117), (13.5535, 96.7496, 41.0002), (-0.89853, 0.346507, -0.269401), 211, 53.9912, 17.7586, (-59.9848, 138.013, -8.60927), (4.20141, 118.19, -1.58053), (-0.950283, 0.293484, -0.104061), (4.20141, 118.19, -1.58053), (43.1855, 112.191, -1.33419), (-0.988346, 0.152097, -0.00624517), (43.1855, 112.191, -1.33419), (64.978, 108.008, -1.16073), (-0.982045, 0.188485, -0.00781676), (64.978, 108.008, -1.16073), (80.2832, 104.575, -1.01752), (-0.975709, 0.218882, -0.00912997), 212, 61.5187, 17.4413, (-58.0295, 138.559, -19.7304), (3.00383, 119.234, -21.8357), (-0.95284, 0.301687, 0.0328686), (3.00383, 119.234, -21.8357), (46.3835, 111.769, -26.3948), (-0.980269, 0.168701, 0.103022), (46.3835, 111.769, -26.3948), (71.6657, 105.692, -28.7349), (-0.968391, 0.232778, 0.0896341), (71.6657, 105.692, -28.7349), (88.1431, 100.757, -30.0813), (-0.955046, 0.286002, 0.0780383), 213, 59.1519, 16.5965, (-58.132, 136.954, -30.8944), (-4.42081, 119.284, -41.3946), (-0.933948, 0.307255, 0.182581), (-4.42081, 119.284, -41.3946), (35.252, 109.742, -45.5987), (-0.96715, 0.232632, 0.102488), (35.252, 109.742, -45.5987), (59.6642, 103.012, -47.9662), (-0.959851, 0.264615, 0.0930873), (59.6642, 103.012, -47.9662), (76.0123, 98.0267, -49.4295), (-0.953036, 0.290597, 0.0853018), 214, 46.374, 14.7424, (-62.1745, 130.043, -41.2206), (-13.8147, 115.773, -58.3027), (-0.908399, 0.268051, 0.320873), (-13.8147, 115.773, -58.3027), (16.6523, 107.391, -65.7442), (-0.938503, 0.258195, 0.22923), (16.6523, 107.391, -65.7442), (33.137, 101.094, -69.0684), (-0.918016, 0.350684, 0.185116), (33.137, 101.094, -69.0684), (47.2926, 94.4206, -71.4183), (-0.894498, 0.42169, 0.148492)
39561, 925715904, 1, 5, 0, 0, 21, (-20.5701, 118.964, -22.8113), -66.7399 degrees, -9.14579 degrees, 85.9466 degrees , (0.985539, -0.146642, -0.0849069), (-69.2809, 130.626, -26.5378), (-313.583, 166.976, -5.49048), 210, 47.8481, 18.5915, (-71.919, 122.455, 0.285881), (-71.919, 122.455, 0.285881), (0, 0, 0), (-71.919, 122.455, 0.285881), (-33.6435, 113.221, 23.7391), (-0.835173, 0.20149, -0.51175), (-33.6435, 113.221, 23.7391), (-6.04973, 103.826, 35.1502), (-0.881499, 0.300122, -0.364535), (-6.04973, 103.826, 35.1502), (13.1733, 96.2735, 41.0761), (-0.894643, 0.351502, -0.275791), 211, 53.9912, 17.7586, (-59.9738, 138.249, -8.74028), (4.11852, 118.156, -1.62282), (-0.948892, 0.297489, -0.105375), (4.11852, 118.156, -1.62282), (43.0991, 112.135, -1.33122), (-0.988255, 0.152635, -0.00739255), (43.0991, 112.135, -1.33122), (64.8774, 107.881, -1.13193), (-0.981409, 0.191715, -0.0089809), (64.8774, 107.881, -1.13193), (80.1628, 104.361, -0.970239), (-0.974443, 0.2244, -0.0103078), 212, 61.5187, 17.4413, (-57.9934, 138.811, -19.8561), (2.96682, 119.248, -21.8781), (-0.951699, 0.305407, 0.031567), (2.96682, 119.248, -21.8781), (46.3143, 111.648, -26.5199), (-0.97954, 0.171751, 0.104892), (46.3143, 111.648, -26.5199), (71.5771, 105.513, -28.9187), (-0.967648, 0.234978, 0.0918804), (71.5771, 105.513, -28.9187), (88.0431, 100.553, -30.3093), (-0.954386, 0.287489, 0.0806045), 213, 59.1519, 16.5965, (-58.0793, 137.231, -31.0238), (-4.41727, 119.37, -41.452), (-0.933093, 0.310576, 0.18133), (-4.41727, 119.37, -41.452), (35.2468, 109.779, -45.6304), (-0.966935, 0.233799, 0.101861), (35.2468, 109.779, -45.6304), (59.6327, 102.943, -47.9618), (-0.958822, 0.268806, 0.0916677), (59.6327, 102.943, -47.9618), (75.9489, 97.8439, -49.3892), (-0.951168, 0.297246, 0.0832093), 214, 46.374, 14.7424, (-62.1279, 130.358, -41.3731), (-13.7902, 115.933, -58.3869), (-0.907985, 0.270973, 0.319589), (-13.7902, 115.933, -58.3869), (16.6494, 107.408, -65.778), (-0.937661, 0.262594, 0.227677), (16.6494, 107.408, -65.778), (33.1074, 101.027, -69.0757), (-0.916524, 0.355328, 0.183643), (33.1074, 101.027, -69.0757), (47.2309, 94.2789, -71.4037), (-0.892476, 0.426434, 0.147109)
39562, 925724527, 1, 5, 0, 0, 21, (-20.6116, 118.896, -22.787), -67.1925 degrees, -9.28872 degrees, 85.9747 degrees , (0.985438, -0.147605, -0.0844045), (-69.2912, 130.68, -26.5366), (-313.569, 167.27, -5.61379), 210, 47.8481, 18.5915, (-71.9659, 122.501, 0.280664), (-71.9659, 122.501, 0.280664), (0, 0, 0), (-71.9659, 122.501, 0.280664), (-33.7502, 112.912, 23.6891), (-0.83387, 0.209216, -0.510774), (-33.7502, 112.912, 23.6891), (-6.24315, 103.347, 35.1673), (-0.878729, 0.305587, -0.366678), (-6.24315, 103.347, 35.1673), (12.9046, 95.7643, 41.2957), (-0.891137, 0.352882, -0.285218), 211, 53.9912, 17.7586, (-59.9762, 138.271, -8.72887), (4.06188, 118.015, -1.58381), (-0.94809, 0.299891, -0.105783), (4.06188, 118.015, -1.58381), (43.075, 112.207, -1.33027), (-0.989082, 0.147229, -0.00642796), (43.075, 112.207, -1.33027), (64.8588, 107.98, -1.14941), (-0.981655, 0.190493, -0.00815016), (64.8588, 107.98, -1.14941), (80.1357, 104.423, -0.998921), (-0.973899, 0.22678, -0.00959376), 212, 61.5187, 17.4413, (-57.9876, 138.834, -19.8432), (2.92536, 119.122, -21.8392), (-0.950962, 0.307735, 0.0311613), (2.92536, 119.122, -21.8392), (46.176, 111.03, -26.5521), (-0.977353, 0.182864, 0.106498), (46.176, 111.03, -26.5521), (71.3849, 104.701, -29.0127), (-0.965581, 0.242425, 0.0942487), (71.3849, 104.701, -29.0127), (87.8237, 99.6662, -30.4561), (-0.952812, 0.291805, 0.0836649), 213, 59.1519, 16.5965, (-58.0706, 137.261, -31.0118), (-4.44635, 119.273, -41.4176), (-0.932435, 0.312771, 0.180938), (-4.44635, 119.273, -41.4176), (35.2105, 109.654, -45.5981), (-0.966759, 0.2345, 0.101913), (35.2105, 109.654, -45.5981), (59.579, 102.752, -47.9175), (-0.958137, 0.271399, 0.0911963), (59.579, 102.752, -47.9175), (75.8742, 97.5818, -49.3291), (-0.949948, 0.301375, 0.0822929), 214, 46.374, 14.7424, (-62.1298, 130.404, -41.3677), (-13.8173, 115.869, -58.3602), (-0.90751, 0.273025, 0.31919), (-13.8173, 115.869, -58.3602), (16.6022, 107.267, -65.7446), (-0.937042, 0.26497, 0.227471), (16.6022, 107.267, -65.7446), (33.0393, 100.827, -69.0312), (-0.91536, 0.358633, 0.183023), (33.0393, 100.827, -69.0312), (47.1354, 94.0165, -71.3439), (-0.89074, 0.430378, 0.146143)
39563, 925733318, 1, 5, 0, 0, 21, (-20.7166, 118.495, -22.6403), -68.3527 degrees, -9.68629 degrees, 86.0415 degrees , (0.985128, -0.15048, -0.0829339), (-69.3089, 130.616, -26.4481), (-313.51, 167.918, -5.88989), 210, 47.8481, 18.5915, (-72.0762, 122.438, 0.360233), (-72.0762, 122.438, 0.360233), (0, 0, 0), (-72.0762, 122.438, 0.360233), (-33.9844, 112.29, 23.7348), (-0.831165, 0.221429, -0.510033), (-33.9844, 112.29, 23.7348), (-6.62045, 102.408, 35.2871), (-0.874157, 0.315681, -0.369046), (-6.62045, 102.408, 35.2871), (12.4046, 94.7138, 41.6529), (-0.885429, 0.35811, -0.296265), 211, 53.9912, 17.7586, (-59.9662, 138.131, -8.62298), (3.92147, 117.431, -1.40428), (-0.945862, 0.306468, -0.106874), (3.92147, 117.431, -1.40428), (42.9388, 111.65, -1.17994), (-0.989186, 0.146555, -0.00568771), (42.9388, 111.65, -1.17994), (64.7091, 107.354, -1.01328), (-0.981051, 0.193602, -0.00751015), (64.7091, 107.354, -1.01328), (79.9625, 103.697, -0.871449), (-0.972401, 0.233138, -0.00904164), 212, 61.5187, 17.4413, (-57.9586, 138.688, -19.7342), (2.82008, 118.559, -21.6605), (-0.948865, 0.314246, 0.030072), (2.82008, 118.559, -21.6605), (45.9488, 109.866, -26.4198), (-0.974599, 0.196443, 0.107549), (45.9488, 109.866, -26.4198), (71.0822, 103.259, -28.9241), (-0.962686, 0.253051, 0.0959231), (71.0822, 103.259, -28.9241), (87.4742, 98.0852, -30.4063), (-0.950098, 0.29989, 0.0859059), 213, 59.1519, 16.5965, (-58.0372, 137.122, -30.904), (-4.52384, 118.773, -41.2487), (-0.930508, 0.31906, 0.179877), (-4.52384, 118.773, -41.2487), (35.0753, 108.901, -45.3873), (-0.965353, 0.240656, 0.10089), (35.0753, 108.901, -45.3873), (59.3979, 101.829, -47.6774), (-0.95633, 0.278073, 0.0900439), (59.3979, 101.829, -47.6774), (75.6559, 96.5378, -49.0674), (-0.947779, 0.308461, 0.0810311), 214, 46.374, 14.7424, (-62.1294, 130.3, -41.2697), (-13.895, 115.444, -58.2061), (-0.906045, 0.279056, 0.318137), (-13.895, 115.444, -58.2061), (16.4728, 106.641, -65.566), (-0.935449, 0.271175, 0.226715), (16.4728, 106.641, -65.566), (32.8641, 100.075, -68.8326), (-0.912812, 0.365627, 0.18191), (32.8641, 100.075, -68.8326), (46.9059, 93.1457, -71.1229), (-0.887307, 0.437883, 0.144725)
39564, 925741903, 1, 5, 0, 0, 21, (-20.9891, 117.679, -22.3138), -69.3552 degrees, -10.0185 degrees, 86.113 degrees , (0.984483, -0.155842, -0.0806636), (-69.5069, 130.074, -26.1901), (-313.548, 168.705, -6.19462), 210, 47.8481, 18.5915, (-72.3505, 121.944, 0.625001), (-72.3505, 121.944, 0.625001), (0, 0, 0), (-72.3505, 121.944, 0.625001), (-34.3898, 111.137, 23.9173), (-0.828305, 0.235803, -0.508239), (-34.3898, 111.137, 23.9173), (-7.19075, 100.89, 35.5404), (-0.86889, 0.327353, -0.371308), (-7.19075, 100.89, 35.5404), (11.6774, 93.127, 42.2793), (-0.878125, 0.361294, -0.313628), 211, 53.9912, 17.7586, (-60.1409, 137.556, -8.36364), (3.61905, 116.499, -1.04923), (-0.943972, 0.311752, -0.108291), (3.61905, 116.499, -1.04923), (42.6291, 110.67, -0.818772), (-0.989003, 0.147779, -0.00584267), (42.6291, 110.67, -0.818772), (64.3824, 106.289, -0.645417), (-0.980282, 0.19745, -0.00781199), (64.3824, 106.289, -0.645417), (79.6126, 102.536, -0.496898), (-0.970919, 0.23922, -0.00946809), 212, 61.5187, 17.4413, (-58.118, 138.088, -19.4733), (2.54645, 117.609, -21.308), (-0.947082, 0.319713, 0.0286422), (2.54645, 117.609, -21.308), (45.5996, 108.625, -26.2096), (-0.972891, 0.203015, 0.110764), (45.5996, 108.625, -26.2096), (70.6857, 101.875, -28.8026), (-0.960877, 0.258557, 0.0993192), (70.6857, 101.875, -28.8026), (87.0468, 96.6214, -30.346), (-0.948306, 0.304486, 0.0894591), 213, 59.1519, 16.5965, (-58.1932, 136.51, -30.6413), (-4.77453, 117.842, -40.9046), (-0.928862, 0.324602, 0.178462), (-4.77453, 117.842, -40.9046), (34.7739, 107.748, -44.9927), (-0.964117, 0.24606, 0.09966), (34.7739, 107.748, -44.9927), (59.0538, 100.519, -47.2443), (-0.954651, 0.284259, 0.0885304), (59.0538, 100.519, -47.2443), (75.276, 95.1107, -48.6043), (-0.945688, 0.31526, 0.0792841), 214, 46.374, 14.7424, (-62.313, 129.698, -41.0033), (-14.1459, 114.546, -57.8684), (-0.904781, 0.284626, 0.316796), (-14.1459, 114.546, -57.8684), (16.1714, 105.549, -65.2021), (-0.933893, 0.277146, 0.225908), (16.1714, 105.549, -65.2021), (32.5164, 98.8549, -68.4402), (-0.910233, 0.372772, 0.180326), (32.5164, 98.8549, -68.4402), (46.5013, 91.8, -70.6953), (-0.883718, 0.4458, 0.142499)
39565, 925750668, 1, 5, 0, 0, 21, (-21.9769, 116.58, -21.9818), -70.3875 degrees, -10.5043 degrees, 86.1404 degrees , (0.983581, -0.162609, -0.0782666), (-70.3888, 129.369, -25.9003), (-314.206, 169.678, -6.49898), 210, 47.8481, 18.5915, (-73.2976, 121.366, 0.94571), (-73.2976, 121.366, 0.94571), (0, 0, 0), (-73.2976, 121.366, 0.94571), (-35.4663, 109.923, 24.1448), (-0.825481, 0.249674, -0.506206), (-35.4663, 109.923, 24.1448), (-8.43323, 99.2973, 35.8151), (-0.863587, 0.339449, -0.372816), (-8.43323, 99.2973, 35.8151), (10.268, 91.47, 42.9342), (-0.870358, 0.364283, -0.331322), 211, 53.9912, 17.7586, (-60.9576, 136.84, -8.10317), (2.62311, 115.273, -0.715258), (-0.941319, 0.319304, -0.109379), (2.62311, 115.273, -0.715258), (41.59, 109.162, -0.488805), (-0.98791, 0.154924, -0.00574114), (41.59, 109.162, -0.488805), (63.3046, 104.592, -0.312236), (-0.978535, 0.205925, -0.00795687), (63.3046, 104.592, -0.312236), (78.4969, 100.69, -0.158173), (-0.968506, 0.248795, -0.00982144), 212, 61.5187, 17.4413, (-58.9317, 137.312, -19.215), (1.55732, 116.315, -20.9779), (-0.944343, 0.327808, 0.0275231), (1.55732, 116.315, -20.9779), (44.4603, 106.698, -25.9931), (-0.969497, 0.217329, 0.11333), (44.4603, 106.698, -25.9931), (69.4437, 99.6011, -28.6521), (-0.956945, 0.271816, 0.101849), (69.4437, 99.6011, -28.6521), (85.7312, 94.1362, -30.2391), (-0.944037, 0.316755, 0.0919803), 213, 59.1519, 16.5965, (-59.0218, 135.693, -30.3769), (-5.76396, 116.535, -40.5746), (-0.926064, 0.333111, 0.177321), (-5.76396, 116.535, -40.5746), (33.7012, 106.109, -44.6325), (-0.962086, 0.254174, 0.0989256), (33.7012, 106.109, -44.6325), (57.9142, 98.6494, -46.8538), (-0.952022, 0.293303, 0.0873375), (57.9142, 98.6494, -46.8538), (74.0817, 93.0738, -48.1869), (-0.942504, 0.325033, 0.0777107), 214, 46.374, 14.7424, (-63.2003, 128.877, -40.7126), (-15.165, 113.255, -57.5249), (-0.902303, 0.293457, 0.315804), (-15.165, 113.255, -57.5249), (15.0679, 103.96, -64.8357), (-0.931295, 0.286309, 0.225205), (15.0679, 103.96, -64.8357), (31.346, 97.0919, -68.0461), (-0.906505, 0.382474, 0.178778), (31.346, 97.0919, -68.0461), (45.2559, 89.8794, -70.2659), (-0.878978, 0.455765, 0.140274)
39566, 925759278, 1, 5, 0, 0, 21, (-22.5968, 115.126, -21.6393), -71.8254 degrees, -11.2141 degrees, 86.2061 degrees , (0.982755, -0.170478, -0.0716226), (-70.8411, 128.517, -25.6152), (-314.454, 170.776, -7.86087), 210, 47.8481, 18.5915, (-73.8919, 120.508, 1.21329), (-73.8919, 120.508, 1.21329), (0, 0, 0), (-73.8919, 120.508, 1.21329), (-36.2582, 108.354, 24.3721), (-0.821169, 0.265191, -0.505328), (-36.2582, 108.354, 24.3721), (-9.41955, 97.2904, 36.0843), (-0.857377, 0.353432, -0.374153), (-9.41955, 97.2904, 36.0843), (9.10556, 89.3199, 43.499), (-0.86216, 0.370948, -0.345077), 211, 53.9912, 17.7586, (-61.3476, 135.843, -7.79109), (1.95063, 113.483, -0.335443), (-0.937137, 0.331045, -0.110381), (1.95063, 113.483, -0.335443), (40.8405, 106.9, -0.0848832), (-0.985956, 0.166887, -0.00635232), (40.8405, 106.9, -0.0848832), (62.4869, 102.018, 0.105037), (-0.975463, 0.219996, -0.00855847), (62.4869, 102.018, 0.105037), (77.6133, 97.8681, 0.268358), (-0.964308, 0.264579, -0.0104117), 212, 61.5187, 17.4413, (-59.298, 136.308, -18.8989), (0.930691, 114.57, -20.5981), (-0.940279, 0.339371, 0.0265287), (0.930691, 114.57, -20.5981), (43.7152, 104.47, -25.677), (-0.966819, 0.228229, 0.11477), (43.7152, 104.47, -25.677), (68.6099, 97.0827, -28.375), (-0.953549, 0.282958, 0.10334), (68.6099, 97.0827, -28.375), (84.828, 91.4225, -29.9883), (-0.940014, 0.328071, 0.0935061), 213, 59.1519, 16.5965, (-59.3898, 134.707, -30.0634), (-6.35545, 114.911, -40.2061), (-0.922179, 0.344212, 0.176364), (-6.35545, 114.911, -40.2061), (32.9914, 104.03, -44.2187), (-0.959202, 0.265261, 0.09782), (32.9914, 104.03, -44.2187), (57.1136, 96.2731, -46.4086), (-0.948454, 0.304994, 0.0861019), (57.1136, 96.2731, -46.4086), (73.2096, 90.489, -47.7185), (-0.938333, 0.337193, 0.0763644), 214, 46.374, 14.7424, (-63.6351, 127.96, -40.4168), (-15.7686, 111.773, -57.1767), (-0.899133, 0.304051, 0.314821), (-15.7686, 111.773, -57.1767), (14.3594, 102.117, -64.4519), (-0.928063, 0.297447, 0.224106), (14.3594, 102.117, -64.4519), (30.5537, 95.0444, -67.6414), (-0.901842, 0.393869, 0.17762), (30.5537, 95.0444, -67.6414), (44.3712, 87.6505, -69.8421), (-0.873135, 0.467221, 0.139066)
39567, 925767951, 1, 5, 0, 0, 21, (-23.1923, 113.563, -21.3459), -72.8861 degrees, -11.2719 degrees, 86.4168 degrees , (0.98129, -0.180846, -0.0660722), (-71.4183, 126.956, -25.5325), (-314.667, 171.785, -9.15404), 210, 47.8481, 18.5915, (-74.5256, 119.19, 1.36105), (-74.5256, 119.19, 1.36105), (0, 0, 0), (-74.5256, 119.19, 1.36105), (-36.9785, 106.871, 24.5727), (-0.819281, 0.268808, -0.506479), (-36.9785, 106.871, 24.5727), (-10.237, 95.7257, 36.4291), (-0.854273, 0.356032, -0.378759), (-10.237, 95.7257, 36.4291), (8.17313, 87.8816, 44.2536), (-0.856807, 0.365063, -0.364156), 211, 53.9912, 17.7586, (-61.9522, 134.434, -7.75708), (1.31396, 112.092, 0.0179163), (-0.936662, 0.330778, -0.11511), (1.31396, 112.092, 0.0179163), (40.2023, 105.506, 0.38513), (-0.985917, 0.166975, -0.00930978), (40.2023, 105.506, 0.38513), (61.8422, 100.599, 0.651938), (-0.975173, 0.221118, -0.0120233), (61.8422, 100.599, 0.651938), (76.9593, 96.4177, 0.87623), (-0.963712, 0.26656, -0.0142986), 212, 61.5187, 17.4413, (-59.8814, 134.798, -18.8647), (0.332812, 112.998, -20.2556), (-0.940053, 0.340335, 0.0217142), (0.332812, 112.998, -20.2556), (43.0758, 102.69, -25.2643), (-0.965882, 0.232939, 0.113184), (43.0758, 102.69, -25.2643), (67.9355, 95.1644, -27.9046), (-0.952204, 0.288236, 0.101129), (67.9355, 95.1644, -27.9046), (84.1237, 89.4065, -29.4708), (-0.938285, 0.333735, 0.0907829), 213, 59.1519, 16.5965, (-59.9537, 133.096, -30.0146), (-6.91635, 113.169, -39.8795), (-0.92223, 0.346508, 0.171534), (-6.91635, 113.169, -39.8795), (32.4351, 102.243, -43.7208), (-0.959314, 0.266361, 0.0936427), (32.4351, 102.243, -43.7208), (56.5531, 94.4394, -45.7894), (-0.94829, 0.306808, 0.0813365), (56.5531, 94.4394, -45.7894), (72.6415, 88.6144, -47.0093), (-0.937887, 0.339575, 0.0711173), 214, 46.374, 14.7424, (-64.185, 126.26, -40.3149), (-16.3003, 109.886, -56.8389), (-0.899476, 0.307574, 0.310389), (-16.3003, 109.886, -56.8389), (13.8293, 100.129, -63.9717), (-0.928111, 0.300555, 0.21972), (13.8293, 100.129, -63.9717), (30.0148, 92.9906, -67.0584), (-0.90135, 0.397519, 0.171894), (30.0148, 92.9906, -67.0584), (43.8152, 85.5341, -69.1521), (-0.87206, 0.471178, 0.132302)
39568, 925776651, 1, 5, 0, 0, 21, (-23.6847, 112.333, -20.9608), -72.8983 degrees, -11.186 degrees, 86.4394 degrees , (0.980054, -0.189375, -0.0602573), (-71.9355, 125.622, -25.1908), (-314.878, 172.566, -10.2538), 210, 47.8481, 18.5915, (-75.0029, 118.041, 1.76014), (-75.0029, 118.041, 1.76014), (0, 0, 0), (-75.0029, 118.041, 1.76014), (-37.451, 105.508, 24.8491), (-0.819384, 0.273484, -0.503802), (-37.451, 105.508, 24.8491), (-10.7583, 94.2693, 36.7273), (-0.852714, 0.359015, -0.379457), (-10.7583, 94.2693, 36.7273), (7.55396, 86.5895, 44.935), (-0.852255, 0.357417, -0.381989), 211, 53.9912, 17.7586, (-62.4623, 133.24, -7.47858), (0.846016, 111.049, 0.387033), (-0.937286, 0.328535, -0.116451), (0.846016, 111.049, 0.387033), (39.7503, 104.557, 0.747937), (-0.986321, 0.164582, -0.00914983), (39.7503, 104.557, 0.747937), (61.3962, 99.6773, 1.0214), (-0.975441, 0.219915, -0.012323), (61.3962, 99.6773, 1.0214), (76.514, 95.4991, 1.25649), (-0.963757, 0.26636, -0.0149873), 212, 61.5187, 17.4413, (-60.4037, 133.528, -18.5907), (-0.157702, 111.81, -19.8913), (-0.940548, 0.339052, 0.0203053), (-0.157702, 111.81, -19.8913), (42.5359, 101.325, -24.9529), (-0.964765, 0.236949, 0.11438), (42.5359, 101.325, -24.9529), (67.3494, 93.6522, -27.6028), (-0.950437, 0.293884, 0.101499), (67.3494, 93.6522, -27.6028), (83.4956, 87.7759, -29.1637), (-0.935849, 0.340592, 0.0904679), 213, 59.1519, 16.5965, (-60.485, 131.748, -29.7282), (-7.42763, 111.832, -39.5083), (-0.922578, 0.346309, 0.170059), (-7.42763, 111.832, -39.5083), (31.9442, 100.964, -43.3052), (-0.959812, 0.264941, 0.0925609), (31.9442, 100.964, -43.3052), (56.0544, 93.121, -45.3142), (-0.94798, 0.308374, 0.0789935), (56.0544, 93.121, -45.3142), (72.1224, 87.2285, -46.476), (-0.936703, 0.343511, 0.0677282), 214, 46.374, 14.7424, (-64.7166, 124.833, -39.9755), (-16.8242, 108.415, -56.4341), (-0.899619, 0.30839, 0.309161), (-16.8242, 108.415, -56.4341), (13.3064, 98.642, -63.5403), (-0.928144, 0.30105, 0.218899), (13.3064, 98.642, -63.5403), (29.4869, 91.4749, -66.5859), (-0.901072, 0.399128, 0.169603), (29.4869, 91.4749, -66.5859), (43.2754, 83.9811, -68.6245), (-0.871302, 0.473537, 0.128825)
