Frame Id, Hands, Timestamp, Extended Fingers, Tools, Gestures, Hand Id, Hand Palm X, Y, Z, Hand Pitch, Hand Roll, Hand Yaw, Arm Direction X, Y, Z, Wrist Position X, Y, Z, Elbow Position X, Y, Z, Thumb Id, Thumb Length, Thumb width, Thumb Metacarpal Start X, Y, Z, Thumb Metacarpal End X, Y, Z, Thumb Metacarpal Direction X, Y, Z, Thumb Proximal Start X, Y, Z, Thumb Proximal End X, Y, Z, Thumb Proximal Direction X, Y, Z, Thumb Middle Start X, Y, Z, Thumb Middle End X, Y, Z, Thumb Middle Direction X, Y, Z, Thumb Distal Start X, Y, Z, Thumb Distal End X, Y, Z, Thum Distal Direction X, Y, Z, Index Id, Index Length, Index Width, Index Metacarpal Start X, Y, Z, Index Metacarpal End X, Y, Z, Index Metacarpal Direction X, Y, Z, Index Proximal Start X, Y, Z, Index Proximal End X, Y, Z, Index Proximal Direction X, Y, Z, Index Middle Start X, Y, Z, Index Middle End X, Y, Z, Index Middle Direction X, Y, Z, Index Distal Start X, Y, Z, Index Distal End X, Y, Z, Index Distal Direction X, Y, Z, Middle Id, Middle Length, Middle Width, Middle Metacarpal Start X, Y, Z, Middle Metacarpal End X, Y, Z, Middle Metacarpal Direction X, Y, Z, Middle Proximal Start X, Y, Z, Middle Proximal End X, Y, Z, Middle Metacarpal Direction X, Y, Z, Middle Middle Start X, Y, Z, Middle Middle End X, Y, Z, Middle Middle Direction X, Y, Z, Middle Distal Start X, Y, Z, Middle Distal End X, Y, Z, Middle Distal Direction X, Y, Z, Ring Id, Ring Length, Ring Width, Ring Metacarpal Start X, Y, Z, Ring Metacarpal End X, Y, Z, Ring Metacarpal Direction X, Y, Z, Ring Proximal Start X, Y, Z, Ring Proximal End X, Y, Z, Ring Proximal Direction X, Y, Z, Ring Middle Start X, Y, Z, Ring Middle End X, Y, Z, Ring Middle Direction X, Y, Z, Ring Distal Start X, Y, Z, Ring Distal End X, Y, Z, Ring Distal Direction X, Y, Z, Pinky Id, Pinky Length, Pinky Width, Pinky Metacarpal Start X, Y, Z, Pinky Metacarpal End X, Y, Z, Pinky Metacarpal Direction X, Y, Z, Pinky Proximal Start X, Y, Z, Pinky Proximal End X, Y, Z, Pinky Proximal Direction X, Y, Z, Pinky Middle Start X, Y, Z, Pinky Middle End X, Y, Z, Pinky Middle Direction X, Y, Z, Pinky Distal Start X, Y, Z, Pinky Distal End X, Y, Z, Pinky Distal Direction X, Y, Z
Focus Gained
36597, 899439093, 1, 1, 0, 0, 18, (-57.3072, 175.803, -47.7431), 86.2736 degrees, 6.337 degrees, 89.5923 degrees , (0.641803, -0.227952, -0.732207), (-106.877, 172.543, -55.1456), (-265.972, 229.049, 126.359), 180, 47.8481, 18.5915, (-109.452, 168.996, -27.3244), (-109.452, 168.996, -27.3244), (0, 0, 0), (-109.452, 168.996, -27.3244), (-70.126, 166.467, -3.92856), (-0.858105, 0.0551921, -0.510499), (-70.126, 166.467, -3.92856), (-43.4548, 165.019, 12.3944), (-0.85203, 0.0462313, -0.521448), (-43.4548, 165.019, 12.3944), (-24.5168, 163.029, 22.3483), (-0.881372, 0.0926398, -0.463251), 181, 53.9912, 17.7586, (-101.463, 185.571, -38.9457), (-35.1531, 185.787, -26.0948), (-0.981729, -0.00318688, -0.190258), (-35.1531, 185.787, -26.0948), (-2.22986, 172.248, -9.10691), (-0.834687, 0.343232, -0.430685), (-2.22986, 172.248, -9.10691), (3.39726, 152.025, -1.90861), (-0.253578, 0.911304, -0.324381), (3.39726, 152.025, -1.90861), (-1.0168, 137.074, -0.165361), (0.281396, 0.953135, -0.111132), 182, 61.5187, 17.4413, (-98.7886, 184.625, -49.8887), (-34.8674, 182.801, -46.1897), (-0.997925, 0.0284746, -0.0577486), (-34.8674, 182.801, -46.1897), (3.64696, 165.832, -32.5144), (-0.870326, 0.383453, -0.309025), (3.64696, 165.832, -32.5144), (9.76564, 142.827, -21.7951), (-0.234365, 0.881188, -0.410586), (9.76564, 142.827, -21.7951), (4.17865, 127.464, -16.278), (0.323828, 0.890438, -0.319775), 183, 59.1519, 16.5965, (-97.52, 181.075, -60.5191), (-40.3611, 177.288, -65.6087), (-0.993897, 0.065851, 0.0884995), (-40.3611, 177.288, -65.6087), (0.556141, 178.697, -63.0657), (-0.997485, -0.0343569, -0.0619927), (0.556141, 178.697, -63.0657), (18.5248, 163.221, -53.8752), (-0.706501, 0.608503, -0.361358), (18.5248, 163.221, -53.8752), (21.1231, 148.148, -46.1081), (-0.151475, 0.878656, -0.45279), 184, 46.374, 14.7424, (-98.7064, 171.578, -69.4154), (-47.0306, 168.345, -81.7953), (-0.970688, 0.0607256, 0.232546), (-47.0306, 168.345, -81.7953), (-27.6754, 143.592, -73.6395), (-0.596218, 0.7625, -0.251234), (-27.6754, 143.592, -73.6395), (-34.6619, 132.448, -61.4145), (0.389067, 0.620605, -0.680791), (-34.6619, 132.448, -61.4145), (-47.3897, 129.715, -52.4163), (0.804282, 0.172687, -0.568604)
36598, 899447652, 1, 1, 0, 0, 18, (-58.4331, 172.659, -46.5698), 83.7066 degrees, 6.66243 degrees, 89.2829 degrees , (0.640352, -0.254511, -0.724689), (-108.018, 169.096, -53.731), (-266.753, 232.186, 125.91), 180, 47.8481, 18.5915, (-110.467, 165.883, -25.8578), (-110.467, 165.883, -25.8578), (0, 0, 0), (-110.467, 165.883, -25.8578), (-71.0844, 163.68, -2.52302), (-0.859323, 0.0480893, -0.509167), (-71.0844, 163.68, -2.52302), (-44.4007, 162.496, 13.8009), (-0.852426, 0.0378057, -0.521479), (-44.4007, 162.496, 13.8009), (-25.3945, 160.572, 23.6369), (-0.884551, 0.0895436, -0.457768), 181, 53.9912, 17.7586, (-102.596, 182.347, -37.7157), (-36.2361, 183.005, -25.1365), (-0.982457, -0.00973685, -0.186236), (-36.2361, 183.005, -25.1365), (-3.41916, 169.31, -8.06847), (-0.831993, 0.347194, -0.432717), (-3.41916, 169.31, -8.06847), (1.86554, 149.025, -0.785918), (-0.238147, 0.914103, -0.328178), (1.86554, 149.025, -0.785918), (-2.83695, 134.166, 0.986947), (0.299783, 0.947289, -0.11302), 182, 61.5187, 17.4413, (-99.9604, 181.277, -48.6569), (-36.0177, 179.772, -45.1939), (-0.998261, 0.023497, -0.0540647), (-36.0177, 179.772, -45.1939), (2.24137, 162.353, -31.3683), (-0.864557, 0.393617, -0.312422), (2.24137, 162.353, -31.3683), (7.77475, 139.293, -20.4489), (-0.211946, 0.883259, -0.418249), (7.77475, 139.293, -20.4489), (1.76833, 124.122, -14.8436), (0.348138, 0.879345, -0.324889), 183, 59.1519, 16.5965, (-98.7188, 177.6, -59.2475), (-41.5649, 173.994, -64.5207), (-0.993811, 0.0627018, 0.0916917), (-41.5649, 173.994, -64.5207), (-0.683059, 176.813, -62.6761), (-0.996622, -0.068716, -0.0449684), (-0.683059, 176.813, -62.6761), (17.8269, 161.972, -53.5118), (-0.727785, 0.583519, -0.360325), (17.8269, 161.972, -53.5118), (20.7434, 147.052, -45.5659), (-0.170023, 0.869781, -0.46322), 184, 46.374, 14.7424, (-99.8997, 167.989, -68.0207), (-48.2602, 164.823, -80.5682), (-0.970006, 0.0594633, 0.235696), (-48.2602, 164.823, -80.5682), (-28.7878, 140.247, -72.1609), (-0.59983, 0.757056, -0.258979), (-28.7878, 140.247, -72.1609), (-35.692, 129.234, -59.7714), (0.384489, 0.613291, -0.689958), (-35.692, 129.234, -59.7714), (-48.3773, 126.565, -50.6942), (0.801592, 0.168641, -0.573594)
36599, 899456280, 1, 1, 0, 0, 18, (-58.9726, 171.152, -46.0075), 82.5305 degrees, 6.81907 degrees, 89.1327 degrees , (0.639626, -0.267141, -0.720773), (-108.564, 167.446, -53.0509), (-267.119, 233.667, 125.62), 180, 47.8481, 18.5915, (-110.952, 164.394, -25.1545), (-110.952, 164.394, -25.1545), (0, 0, 0), (-110.952, 164.394, -25.1545), (-71.5742, 162.271, -1.80485), (-0.859228, 0.0463373, -0.50949), (-71.5742, 162.271, -1.80485), (-44.9194, 161.182, 14.5729), (-0.851502, 0.0347758, -0.523197), (-44.9194, 161.182, 14.5729), (-25.862, 159.193, 24.2962), (-0.886936, 0.0925581, -0.452524), 181, 53.9912, 17.7586, (-103.138, 180.803, -37.1251), (-36.7554, 181.67, -24.6792), (-0.982793, -0.0128347, -0.184262), (-36.7554, 181.67, -24.6792), (-4.29919, 167.21, -7.55254), (-0.822847, 0.366593, -0.434204), (-4.29919, 167.21, -7.55254), (0.383272, 146.741, -0.375107), (-0.211009, 0.922421, -0.323441), (0.383272, 146.741, -0.375107), (-4.72586, 132.003, 1.28489), (0.325706, 0.93953, -0.105825), 182, 61.5187, 17.4413, (-100.521, 179.673, -48.0649), (-36.5692, 178.318, -44.7174), (-0.99841, 0.0211506, -0.0522596), (-36.5692, 178.318, -44.7174), (1.4512, 160.468, -30.7847), (-0.859163, 0.403377, -0.314844), (1.4512, 160.468, -30.7847), (6.47692, 137.33, -19.7858), (-0.192501, 0.88626, -0.421292), (6.47692, 137.33, -19.7858), (0.110642, 122.306, -14.1804), (0.368996, 0.870796, -0.324894), 183, 59.1519, 16.5965, (-99.2928, 175.936, -58.6359), (-42.142, 172.415, -63.9988), (-0.993758, 0.0612287, 0.0932527), (-42.142, 172.415, -63.9988), (-1.32627, 176.275, -62.6361), (-0.99501, -0.0940847, -0.0332213), (-1.32627, 176.275, -62.6361), (17.6153, 161.938, -53.5511), (-0.744757, 0.563682, -0.35721), (17.6153, 161.938, -53.5511), (20.8439, 147.128, -45.5209), (-0.188214, 0.863385, -0.468126), 184, 46.374, 14.7424, (-100.471, 166.271, -67.3495), (-48.8496, 163.136, -79.9786), (-0.969667, 0.0588932, 0.237227), (-48.8496, 163.136, -79.9786), (-29.3308, 138.641, -71.4418), (-0.601258, 0.754544, -0.262967), (-29.3308, 138.641, -71.4418), (-36.2021, 127.695, -58.9744), (0.382657, 0.609531, -0.694295), (-36.2021, 127.695, -58.9744), (-48.8693, 125.061, -49.862), (0.800445, 0.166489, -0.575821)
36600, 899465027, 1, 2, 0, 0, 18, (-58.2632, 168.183, -45.5), 79.6904 degrees, 3.82119 degrees, 89.3401 degrees , (0.636454, -0.272122, -0.721718), (-107.941, 166.823, -52.7739), (-265.71, 234.278, 126.131), 180, 47.8481, 18.5915, (-110.632, 164.692, -24.8196), (-110.632, 164.692, -24.8196), (0, 0, 0), (-110.632, 164.692, -24.8196), (-71.6041, 161.004, -1.0806), (-0.851596, 0.0804718, -0.517986), (-71.6041, 161.004, -1.0806), (-45.1794, 158.885, 15.5668), (-0.844153, 0.0677002, -0.531811), (-45.1794, 158.885, 15.5668), (-26.2508, 155.921, 25.2936), (-0.880939, 0.137919, -0.452686), 181, 53.9912, 17.7586, (-101.921, 180.332, -37.1934), (-35.6493, 178.151, -24.3252), (-0.981153, 0.0322908, -0.190515), (-35.6493, 178.151, -24.3252), (-4.63875, 161.451, -6.56958), (-0.786195, 0.423395, -0.450149), (-4.63875, 161.451, -6.56958), (-1.84776, 140.757, 0.942345), (-0.125772, 0.932518, -0.338514), (-1.84776, 140.757, 0.942345), (-8.22041, 126.536, 2.73372), (0.406256, 0.906595, -0.1142), 182, 61.5187, 17.4413, (-99.3074, 178.759, -48.079), (-35.5282, 174.226, -44.2595), (-0.995709, 0.0707708, -0.0596295), (-35.5282, 174.226, -44.2595), (1.14623, 154.343, -29.4956), (-0.828749, 0.449299, -0.333626), (1.14623, 154.343, -29.4956), (4.43236, 131.205, -17.8586), (-0.125869, 0.886272, -0.445734), (4.43236, 131.205, -17.8586), (-3.03739, 116.815, -11.9603), (0.432955, 0.83407, -0.341873), 183, 59.1519, 16.5965, (-98.216, 174.665, -58.5322), (-41.2937, 168.07, -63.4048), (-0.989783, 0.114679, 0.0847266), (-41.2937, 168.07, -63.4048), (-0.413601, 171.341, -62.5152), (-0.99658, -0.0797352, -0.0216855), (-0.413601, 171.341, -62.5152), (18.3974, 157.009, -53.1564), (-0.739621, 0.563519, -0.367977), (18.3974, 157.009, -53.1564), (21.3529, 142.383, -44.6937), (-0.172296, 0.852601, -0.493342), 184, 46.374, 14.7424, (-99.8428, 164.829, -66.9784), (-48.3837, 158.696, -79.1626), (-0.966616, 0.115207, 0.22887), (-48.3837, 158.696, -79.1626), (-30.4316, 133.407, -69.5682), (-0.552998, 0.779003, -0.295545), (-30.4316, 133.407, -69.5682), (-38.0655, 123.282, -56.8534), (0.425121, 0.563835, -0.70807), (-38.0655, 123.282, -56.8534), (-50.9456, 121.625, -47.8095), (0.813902, 0.104683, -0.571494)
36601, 899473654, 1, 2, 0, 0, 18, (-58.3684, 165.853, -44.9571), 74.6444 degrees, 2.11682 degrees, 89.4656 degrees , (0.63069, -0.279061, -0.724124), (-108.044, 165.805, -52.3701), (-264.384, 234.981, 127.131), 180, 47.8481, 18.5915, (-110.874, 164.263, -24.3909), (-110.874, 164.263, -24.3909), (0, 0, 0), (-110.874, 164.263, -24.3909), (-72.119, 159.517, -0.394605), (-0.845647, 0.103559, -0.5236), (-72.119, 159.517, -0.394605), (-45.8625, 156.678, 16.4111), (-0.83878, 0.0906767, -0.536868), (-45.8625, 156.678, 16.4111), (-26.9945, 152.913, 25.9771), (-0.878116, 0.175233, -0.445203), 181, 53.9912, 17.7586, (-101.677, 179.415, -37.0173), (-35.5332, 175.544, -23.8915), (-0.979261, 0.0573081, -0.194329), (-35.5332, 175.544, -23.8915), (-5.48969, 157.565, -5.72685), (-0.761678, 0.455817, -0.460519), (-5.48969, 157.565, -5.72685), (-3.84665, 136.824, 1.98836), (-0.0740413, 0.934687, -0.347675), (-3.84665, 136.824, 1.98836), (-10.9479, 122.962, 3.85636), (0.452704, 0.883673, -0.119084), 182, 61.5187, 17.4413, (-99.0801, 177.569, -47.8638), (-35.4708, 171.255, -43.7508), (-0.993056, 0.0985734, -0.0642115), (-35.4708, 171.255, -43.7508), (0.354643, 150.258, -28.4546), (-0.809562, 0.474481, -0.345655), (0.354643, 150.258, -28.4546), (2.60964, 127.2, -16.4182), (-0.0863736, 0.883171, -0.461031), (2.60964, 127.2, -16.4182), (-5.49377, 113.233, -10.3426), (0.469683, 0.809561, -0.352148), 183, 59.1519, 16.5965, (-98.079, 173.255, -58.2373), (-41.3595, 164.921, -62.8003), (-0.986258, 0.144915, 0.0793434), (-41.3595, 164.921, -62.8003), (-0.482523, 168.331, -62.4534), (-0.996503, -0.0831217, -0.00845865), (-0.482523, 168.331, -62.4534), (18.4682, 154.235, -53.0179), (-0.745115, 0.554229, -0.37099), (18.4682, 154.235, -53.0179), (21.4211, 139.767, -44.2876), (-0.172142, 0.843414, -0.508939), 184, 46.374, 14.7424, (-99.9679, 163.318, -66.5091), (-48.6754, 155.471, -78.4091), (-0.963488, 0.147396, 0.22353), (-48.6754, 155.471, -78.4091), (-32.0007, 129.719, -67.7965), (-0.513646, 0.793283, -0.32691), (-32.0007, 129.719, -67.7965), (-40.2837, 120.287, -54.9555), (0.461269, 0.525229, -0.715098), (-40.2837, 120.287, -54.9555), (-53.3407, 119.346, -46.0637), (0.825081, 0.0594601, -0.561877)
36602, 899482399, 1, 2, 0, 0, 18, (-57.7069, 163.937, -44.3161), 129.082 degrees, 0.386212 degrees, 90.4327 degrees , (0.633712, -0.283198, -0.719866), (-107.235, 164.989, -52.591), (-264.324, 235.19, 125.855), 180, 47.8481, 18.5915, (-110.579, 163.961, -24.6448), (-110.579, 163.961, -24.6448), (0, 0, 0), (-110.579, 163.961, -24.6448), (-72.4207, 158.032, 0.0362755), (-0.832608, 0.12937, -0.538542), (-72.4207, 158.032, 0.0362755), (-46.5218, 154.312, 17.2205), (-0.827357, 0.118838, -0.548961), (-46.5218, 154.312, 17.2205), (-27.8352, 149.586, 26.7156), (-0.869677, 0.219961, -0.441903), 181, 53.9912, 17.7586, (-100.795, 178.681, -37.3419), (-35.0005, 173.4, -23.0085), (-0.974092, 0.0781901, -0.212207), (-35.0005, 173.4, -23.0085), (-6.08994, 154.399, -4.06163), (-0.732954, 0.481705, -0.480351), (-6.08994, 154.399, -4.06163), (-5.50861, 133.674, 3.84726), (-0.0261967, 0.933965, -0.356403), (-5.50861, 133.674, 3.84726), (-13.2153, 120.135, 5.68078), (0.491304, 0.86311, -0.116886), 182, 61.5187, 17.4413, (-98.0605, 176.599, -48.1118), (-34.7063, 168.795, -42.7951), (-0.989073, 0.121843, -0.0830035), (-34.7063, 168.795, -42.7951), (0.0845044, 146.843, -26.4844), (-0.786183, 0.496049, -0.36858), (0.0845044, 146.843, -26.4844), (1.27129, 123.898, -14.0862), (-0.0454576, 0.87887, -0.47489), (1.27129, 123.898, -14.0862), (-7.43673, 110.31, -7.98792), (0.504726, 0.787602, -0.353461), 183, 59.1519, 16.5965, (-96.9902, 172.098, -58.3983), (-40.4251, 162.306, -61.844), (-0.983573, 0.170278, 0.0599143), (-40.4251, 162.306, -61.844), (0.454099, 165.664, -61.3103), (-0.996557, -0.0818841, -0.0130118), (0.454099, 165.664, -61.3103), (19.2953, 151.676, -51.5023), (-0.740809, 0.549987, -0.385636), (19.2953, 151.676, -51.5023), (22.0278, 137.333, -42.5002), (-0.159295, 0.836195, -0.524788), 184, 46.374, 14.7424, (-98.9835, 162.08, -66.5472), (-47.706, 152.791, -77.4297), (-0.963206, 0.174491, 0.20442), (-47.706, 152.791, -77.4297), (-32.2458, 126.734, -65.7722), (-0.476237, 0.80265, -0.359097), (-32.2458, 126.734, -65.7722), (-41.2077, 117.893, -52.9668), (0.499074, 0.49233, -0.713117), (-41.2077, 117.893, -52.9668), (-54.5067, 117.544, -44.3967), (0.840378, 0.0220998, -0.54155)
36603, 899491065, 1, 2, 0, 0, 18, (-58.1863, 161.895, -42.8781), 82.9279 degrees, 0.174075 degrees, 89.9793 degrees , (0.635318, -0.288093, -0.716501), (-107.771, 163.237, -50.7659), (-265.258, 234.651, 126.846), 180, 47.8481, 18.5915, (-110.9, 162.322, -22.7909), (-110.9, 162.322, -22.7909), (0, 0, 0), (-110.9, 162.322, -22.7909), (-72.6398, 155.699, 1.55359), (-0.834834, 0.144505, -0.531198), (-72.6398, 155.699, 1.55359), (-46.6329, 151.444, 18.448), (-0.830806, 0.135955, -0.539701), (-46.6329, 151.444, 18.448), (-27.8541, 146.066, 27.3991), (-0.873964, 0.250286, -0.416586), 181, 53.9912, 17.7586, (-101.123, 176.937, -35.6136), (-35.2522, 171.281, -21.7818), (-0.975219, 0.0837361, -0.204781), (-35.2522, 171.281, -21.7818), (-6.57159, 151.744, -3.03267), (-0.727126, 0.495321, -0.475336), (-6.57159, 151.744, -3.03267), (-6.36284, 130.993, 4.82779), (-0.00940723, 0.935115, -0.35422), (-6.36284, 130.993, 4.82779), (-14.3147, 117.599, 6.67965), (0.506927, 0.853866, -0.118056), 182, 61.5187, 17.4413, (-98.487, 174.803, -46.3977), (-35.1439, 166.61, -41.5546), (-0.9889, 0.127906, -0.0756092), (-35.1439, 166.61, -41.5546), (-0.514231, 144.282, -25.4131), (-0.782541, 0.504562, -0.364756), (-0.514231, 144.282, -25.4131), (0.448029, 121.352, -12.9677), (-0.0368576, 0.878292, -0.476701), (0.448029, 121.352, -12.9677), (-8.39207, 107.888, -6.78306), (0.512382, 0.780364, -0.358466), 183, 59.1519, 16.5965, (-97.5267, 170.261, -56.6774), (-41.0543, 160.095, -60.5362), (-0.981962, 0.176772, 0.0670994), (-41.0543, 160.095, -60.5362), (-0.201384, 163.797, -60.6281), (-0.995917, -0.0902507, 0.00223849), (-0.201384, 163.797, -60.6281), (18.8809, 149.99, -51.0322), (-0.750288, 0.542877, -0.377296), (18.8809, 149.99, -51.0322), (21.7752, 135.693, -42.0061), (-0.168727, 0.833463, -0.526185), 184, 46.374, 14.7424, (-99.6483, 160.23, -64.7769), (-48.5188, 150.577, -76.0324), (-0.960427, 0.181327, 0.211425), (-48.5188, 150.577, -76.0324), (-33.3862, 124.417, -64.1783), (-0.466145, 0.805835, -0.365155), (-33.3862, 124.417, -64.1783), (-42.4504, 115.794, -51.2966), (0.504775, 0.480202, -0.717362), (-42.4504, 115.794, -51.2966), (-55.7299, 115.641, -42.6904), (0.83914, 0.00963683, -0.543829)
36604, 899499647, 1, 2, 0, 0, 18, (-59.0695, 160.294, -41.9873), -54.9307 degrees, -0.663429 degrees, 89.3768 degrees , (0.637184, -0.289216, -0.714388), (-108.703, 162.424, -49.3758), (-266.653, 234.118, 127.712), 180, 47.8481, 18.5915, (-111.547, 162.003, -21.3586), (-111.547, 162.003, -21.3586), (0, 0, 0), (-111.547, 162.003, -21.3586), (-73.204, 154.525, 2.60397), (-0.836651, 0.163181, -0.522864), (-73.204, 154.525, 2.60397), (-47.0958, 149.611, 19.1601), (-0.834042, 0.156977, -0.528897), (-47.0958, 149.611, 19.1601), (-28.3052, 143.483, 27.5892), (-0.874515, 0.285191, -0.392288), 181, 53.9912, 17.7586, (-101.644, 176.235, -34.5117), (-35.7425, 169.584, -21.2828), (-0.975677, 0.0984673, -0.195856), (-35.7425, 169.584, -21.2828), (-7.39762, 149.551, -2.5456), (-0.718614, 0.507874, -0.475034), (-7.39762, 149.551, -2.5456), (-7.68187, 128.899, 5.56734), (0.0128095, 0.930685, -0.365598), (-7.68187, 128.899, 5.56734), (-15.9685, 115.745, 7.65672), (0.528272, 0.838563, -0.133197), 182, 61.5187, 17.4413, (-99.1636, 173.885, -45.2878), (-35.932, 164.604, -40.9796), (-0.987159, 0.144888, -0.0672599), (-35.932, 164.604, -40.9796), (-1.61709, 141.794, -24.8389), (-0.775429, 0.515438, -0.364737), (-1.61709, 141.794, -24.8389), (-1.01749, 119.04, -12.0528), (-0.0229664, 0.87156, -0.48975), (-1.01749, 119.04, -12.0528), (-10.073, 105.861, -5.57401), (0.524867, 0.763874, -0.375515), 183, 59.1519, 16.5965, (-98.397, 169.167, -55.5041), (-42.164, 157.904, -59.7932), (-0.977797, 0.195834, 0.07458), (-42.164, 157.904, -59.7932), (-1.27921, 161.157, -60.5155), (-0.996695, -0.0793037, 0.0176071), (-1.27921, 161.157, -60.5155), (17.7808, 147.291, -50.9608), (-0.749415, 0.545201, -0.375677), (17.7808, 147.291, -50.9608), (20.6078, 133.103, -41.7431), (-0.164804, 0.827095, -0.537357), 184, 46.374, 14.7424, (-100.788, 159.051, -63.4219), (-49.9671, 148.284, -75.0584), (-0.954632, 0.202238, 0.218583), (-49.9671, 148.284, -75.0584), (-35.3613, 122.016, -62.7914), (-0.449918, 0.809187, -0.377875), (-35.3613, 122.016, -62.7914), (-44.5419, 113.846, -49.6985), (0.511256, 0.454963, -0.729127), (-44.5419, 113.846, -49.6985), (-57.7597, 114.129, -41.0012), (0.835245, -0.0179117, -0.549587)
36605, 899508402, 1, 2, 0, 0, 18, (-60.0695, 158.523, -40.2986), -54.4849 degrees, -1.51551 degrees, 88.5415 degrees , (0.639893, -0.293787, -0.710088), (-109.753, 161.643, -46.9656), (-268.374, 234.469, 129.056), 180, 47.8481, 18.5915, (-112.195, 161.317, -18.9092), (-112.195, 161.317, -18.9092), (0, 0, 0), (-112.195, 161.317, -18.9092), (-73.7067, 152.959, 4.52406), (-0.839817, 0.182383, -0.511316), (-73.7067, 152.959, 4.52406), (-47.4755, 147.402, 20.6775), (-0.837971, 0.177524, -0.516033), (-47.4755, 147.402, 20.6775), (-28.684, 140.635, 28.6009), (-0.874559, 0.314909, -0.368754), 181, 53.9912, 17.7586, (-102.201, 175.329, -32.2291), (-36.2601, 167.37, -19.9521), (-0.976257, 0.117831, -0.181762), (-36.2601, 167.37, -19.9521), (-8.17246, 146.627, -1.60498), (-0.712092, 0.525894, -0.465146), (-8.17246, 146.627, -1.60498), (-8.87747, 125.982, 6.50342), (0.0317704, 0.930311, -0.365394), (-8.87747, 125.982, 6.50342), (-17.4613, 113.038, 8.70331), (0.54722, 0.825156, -0.140243), 182, 61.5187, 17.4413, (-99.926, 172.914, -43.0364), (-36.8377, 162.368, -39.6357), (-0.984922, 0.164649, -0.0530901), (-36.8377, 162.368, -39.6357), (-2.78353, 138.856, -23.9566), (-0.769537, 0.531298, -0.354309), (-2.78353, 138.856, -23.9566), (-2.47187, 116.111, -11.145), (-0.0119376, 0.871234, -0.490723), (-2.47187, 116.111, -11.145), (-11.6982, 103.128, -4.51194), (0.534768, 0.752471, -0.38446), 183, 59.1519, 16.5965, (-99.4039, 168.168, -53.2549), (-43.4777, 155.769, -58.3453), (-0.972464, 0.21559, 0.0885133), (-43.4777, 155.769, -58.3453), (-2.56373, 158.363, -59.7568), (-0.997406, -0.0632308, 0.0344102), (-2.56373, 158.363, -59.7568), (16.4118, 144.191, -50.4874), (-0.746092, 0.557238, -0.364461), (16.4118, 144.191, -50.4874), (19.1179, 129.967, -41.2891), (-0.157754, 0.829203, -0.536224), 184, 46.374, 14.7424, (-102.114, 158.091, -61.1201), (-51.6951, 146.288, -73.479), (-0.947071, 0.221723, 0.232152), (-51.6951, 146.288, -73.479), (-37.5722, 119.733, -61.2608), (-0.435043, 0.817976, -0.376368), (-37.5722, 119.733, -61.2608), (-46.7961, 111.832, -48.0343), (0.513671, 0.440008, -0.73657), (-46.7961, 111.832, -48.0343), (-59.8997, 112.437, -39.1819), (0.828026, -0.0382301, -0.559385)
36606, 899517028, 1, 2, 0, 0, 18, (-60.2979, 156.145, -39.258), -67.6632 degrees, -3.47391 degrees, 88.2972 degrees , (0.618578, -0.312228, -0.721024), (-109.877, 160.879, -45.7477), (-263.215, 238.276, 132.985), 180, 47.8481, 18.5915, (-112.16, 161.348, -17.68), (-112.16, 161.348, -17.68), (0, 0, 0), (-112.16, 161.348, -17.68), (-73.882, 152.069, 5.75111), (-0.83523, 0.202477, -0.511268), (-73.882, 152.069, 5.75111), (-47.7652, 145.819, 21.8366), (-0.834318, 0.199648, -0.513862), (-47.7652, 145.819, 21.8366), (-29.1822, 138.307, 29.5776), (-0.864854, 0.349626, -0.360263), 181, 53.9912, 17.7586, (-101.751, 174.651, -31.4024), (-36.065, 164.641, -19.265), (-0.972494, 0.148204, -0.179696), (-36.065, 164.641, -19.265), (-8.68153, 143.3, -0.542391), (-0.694239, 0.541042, -0.474665), (-8.68153, 143.3, -0.542391), (-10.1203, 122.902, 8.0763), (0.0648374, 0.919212, -0.388389), (-10.1203, 122.902, 8.0763), (-19.1677, 110.347, 10.6392), (0.576766, 0.800404, -0.163384), 182, 61.5187, 17.4413, (-99.6297, 171.885, -42.1564), (-36.9398, 159.169, -38.812), (-0.978703, 0.19853, -0.0522115), (-36.9398, 159.169, -38.812), (-3.70438, 134.788, -22.7092), (-0.751035, 0.550941, -0.363882), (-3.70438, 134.788, -22.7092), (-4.17218, 112.374, -9.33039), (0.0179182, 0.858529, -0.512452), (-4.17218, 112.374, -9.33039), (-13.8343, 99.9146, -2.32531), (0.560025, 0.722162, -0.406022), 183, 59.1519, 16.5965, (-99.3394, 166.867, -52.2536), (-43.9242, 152.344, -57.3137), (-0.963577, 0.252543, 0.0879867), (-43.9242, 152.344, -57.3137), (-2.9558, 153.489, -59.03), (-0.998734, -0.0279298, 0.0418412), (-2.9558, 153.489, -59.03), (15.5712, 138.898, -49.5064), (-0.728458, 0.573699, -0.374457), (15.5712, 138.898, -49.5064), (17.82, 124.823, -39.9627), (-0.131097, 0.820534, -0.556361), 184, 46.374, 14.7424, (-102.455, 156.7, -59.8463), (-52.5667, 142.785, -72.1594), (-0.937116, 0.261378, 0.231291), (-52.5667, 142.785, -72.1594), (-39.428, 116.053, -59.2501), (-0.404725, 0.823448, -0.397658), (-39.428, 116.053, -59.2501), (-48.9027, 108.875, -45.7909), (0.527638, 0.399756, -0.749529), (-48.9027, 108.875, -45.7909), (-61.9389, 110.206, -36.9183), (0.823761, -0.0841136, -0.560663)
