Frame Id, Hands, Timestamp, Extended Fingers, Tools, Gestures, Hand Id, Hand Palm X, Y, Z, Hand Pitch, Hand Roll, Hand Yaw, Arm Direction X, Y, Z, Wrist Position X, Y, Z, Elbow Position X, Y, Z, Thumb Id, Thumb Length, Thumb width, Thumb Metacarpal Start X, Y, Z, Thumb Metacarpal End X, Y, Z, Thumb Metacarpal Direction X, Y, Z, Thumb Proximal Start X, Y, Z, Thumb Proximal End X, Y, Z, Thumb Proximal Direction X, Y, Z, Thumb Middle Start X, Y, Z, Thumb Middle End X, Y, Z, Thumb Middle Direction X, Y, Z, Thumb Distal Start X, Y, Z, Thumb Distal End X, Y, Z, Thum Distal Direction X, Y, Z, Index Id, Index Length, Index Width, Index Metacarpal Start X, Y, Z, Index Metacarpal End X, Y, Z, Index Metacarpal Direction X, Y, Z, Index Proximal Start X, Y, Z, Index Proximal End X, Y, Z, Index Proximal Direction X, Y, Z, Index Middle Start X, Y, Z, Index Middle End X, Y, Z, Index Middle Direction X, Y, Z, Index Distal Start X, Y, Z, Index Distal End X, Y, Z, Index Distal Direction X, Y, Z, Middle Id, Middle Length, Middle Width, Middle Metacarpal Start X, Y, Z, Middle Metacarpal End X, Y, Z, Middle Metacarpal Direction X, Y, Z, Middle Proximal Start X, Y, Z, Middle Proximal End X, Y, Z, Middle Metacarpal Direction X, Y, Z, Middle Middle Start X, Y, Z, Middle Middle End X, Y, Z, Middle Middle Direction X, Y, Z, Middle Distal Start X, Y, Z, Middle Distal End X, Y, Z, Middle Distal Direction X, Y, Z, Ring Id, Ring Length, Ring Width, Ring Metacarpal Start X, Y, Z, Ring Metacarpal End X, Y, Z, Ring Metacarpal Direction X, Y, Z, Ring Proximal Start X, Y, Z, Ring Proximal End X, Y, Z, Ring Proximal Direction X, Y, Z, Ring Middle Start X, Y, Z, Ring Middle End X, Y, Z, Ring Middle Direction X, Y, Z, Ring Distal Start X, Y, Z, Ring Distal End X, Y, Z, Ring Distal Direction X, Y, Z, Pinky Id, Pinky Length, Pinky Width, Pinky Metacarpal Start X, Y, Z, Pinky Metacarpal End X, Y, Z, Pinky Metacarpal Direction X, Y, Z, Pinky Proximal Start X, Y, Z, Pinky Proximal End X, Y, Z, Pinky Proximal Direction X, Y, Z, Pinky Middle Start X, Y, Z, Pinky Middle End X, Y, Z, Pinky Middle Direction X, Y, Z, Pinky Distal Start X, Y, Z, Pinky Distal End X, Y, Z, Pinky Distal Direction X, Y, Z
Focus Gained
36117, 895146280, 1, 1, 0, 0, 18, (-24.6246, 213.831, -45.1705), 31.7988 degrees, 25.0769 degrees, 45.5737 degrees , (0.912689, -0.155076, -0.378089), (-63.1643, 196.354, -18.1171), (-289.408, 234.795, 75.6062), 180, 47.8481, 18.5915, (-44.623, 191.065, 2.41258), (-44.623, 191.065, 2.41258), (0, 0, 0), (-44.623, 191.065, 2.41258), (-2.51242, 208.605, 6.81607), (-0.918855, -0.382719, -0.0960844), (-2.51242, 208.605, 6.81607), (25.5293, 213.843, -6.07232), (-0.89581, -0.167348, 0.411727), (25.5293, 213.843, -6.07232), (36.1266, 210.331, -24.4312), (-0.493201, 0.163445, 0.854423), 181, 53.9912, 17.7586, (-50.3818, 209.724, -7.19307), (4.00946, 229.026, -42.2828), (-0.805268, -0.285756, 0.519507), (4.00946, 229.026, -42.2828), (23.1995, 195.151, -48.6124), (-0.486517, 0.858808, 0.160471), (23.1995, 195.151, -48.6124), (8.71421, 181.232, -39.1849), (0.652761, 0.627229, -0.424837), (8.71421, 181.232, -39.1849), (-5.05741, 180.579, -31.7032), (0.877939, 0.0416306, -0.476959), 182, 61.5187, 17.4413, (-56.1129, 210.063, -16.9317), (-9.45163, 227.087, -57.3771), (-0.728466, -0.265777, 0.631427), (-9.45163, 227.087, -57.3771), (13.3583, 189.173, -58.155), (-0.515445, 0.856742, 0.0175778), (13.3583, 189.173, -58.155), (-1.98245, 175.503, -42.0499), (0.587599, 0.523633, -0.616877), (-1.98245, 175.503, -42.0499), (-16.2542, 176.129, -32.3757), (0.827205, -0.0363212, -0.560725), 183, 59.1519, 16.5965, (-62.1115, 207.486, -26.1294), (-25.9283, 220.997, -68.7397), (-0.629165, -0.234922, 0.740921), (-25.9283, 220.997, -68.7397), (-3.00074, 186.983, -69.0286), (-0.558932, 0.829184, 0.00704345), (-3.00074, 186.983, -69.0286), (-14.9991, 175.508, -49.762), (0.471758, 0.451205, -0.757534), (-14.9991, 175.508, -49.762), (-27.7437, 177.289, -38.4194), (0.74296, -0.103853, -0.66123), 184, 46.374, 14.7424, (-67.4837, 198.438, -33.8755), (-40.3024, 211.154, -77.8479), (-0.510579, -0.238861, 0.825987), (-40.3024, 211.154, -77.8479), (-18.0378, 187.541, -77.0753), (-0.68584, 0.727363, -0.023801), (-18.0378, 187.541, -77.0753), (-24.3567, 179.371, -62.3863), (0.351891, 0.455007, -0.818011), (-24.3567, 179.371, -62.3863), (-35.6611, 179.935, -51.3262), (0.714335, -0.0356595, -0.698895)
36118, 895154865, 1, 1, 0, 0, 18, (-26.0526, 211.125, -43.6039), 35.6586 degrees, 27.0592 degrees, 45.2034 degrees , (0.905634, -0.184644, -0.381752), (-63.6432, 191.052, -17.0209), (-288.138, 236.822, 77.6105), 180, 47.8481, 18.5915, (-44.6707, 185.364, 3.00205), (-44.6707, 185.364, 3.00205), (0, 0, 0), (-44.6707, 185.364, 3.00205), (-3.07752, 203.997, 7.81425), (-0.907565, -0.406571, -0.105003), (-3.07752, 203.997, 7.81425), (24.6408, 210.789, -5.04828), (-0.885479, -0.216997, 0.410902), (24.6408, 210.789, -5.04828), (35.1843, 208.578, -23.6394), (-0.490697, 0.102893, 0.865234), 181, 53.9912, 17.7586, (-51.1602, 204.278, -5.58667), (2.10682, 227.099, -40.2862), (-0.788623, -0.337869, 0.51373), (2.10682, 227.099, -40.2862), (22.3925, 194.303, -48.5793), (-0.514293, 0.831443, 0.210251), (22.3925, 194.303, -48.5793), (8.50493, 179.439, -39.7131), (0.625825, 0.669857, -0.399544), (8.50493, 179.439, -39.7131), (-5.14347, 177.969, -32.1223), (0.870084, 0.0937172, -0.483913), 182, 61.5187, 17.4413, (-57.027, 204.91, -15.2293), (-11.4815, 225.469, -55.3028), (-0.711046, -0.320955, 0.62562), (-11.4815, 225.469, -55.3028), (12.5271, 188.411, -58.2361), (-0.542533, 0.837416, 0.0662851), (12.5271, 188.411, -58.2361), (-2.16808, 173.477, -42.659), (0.562871, 0.571995, -0.596656), (-2.16808, 173.477, -42.659), (-16.329, 173.171, -32.8082), (0.820784, 0.0177653, -0.570962), 183, 59.1519, 16.5965, (-63.0591, 202.598, -24.4752), (-27.8993, 219.409, -66.7666), (-0.611369, -0.292319, 0.735376), (-27.8993, 219.409, -66.7666), (-3.89485, 186.222, -69.0101), (-0.585184, 0.809054, 0.054693), (-3.89485, 186.222, -69.0101), (-15.2784, 173.433, -50.2026), (0.447587, 0.502822, -0.739484), (-15.2784, 173.433, -50.2026), (-27.9291, 174.244, -38.646), (0.737483, -0.0472873, -0.673708), 184, 46.374, 14.7424, (-68.2353, 193.774, -32.6038), (-42.0639, 209.561, -76.1918), (-0.491608, -0.296556, 0.818765), (-42.0639, 209.561, -76.1918), (-19.0406, 186.684, -76.8513), (-0.709209, 0.704706, 0.0203143), (-19.0406, 186.684, -76.8513), (-24.9119, 177.603, -62.5154), (0.326968, 0.5057, -0.798348), (-24.9119, 177.603, -62.5154), (-36.0904, 177.261, -51.319), (0.706374, 0.0216321, -0.707509)
36119, 895163524, 1, 1, 0, 0, 18, (-28.8457, 207.529, -42.0676), 37.7626 degrees, 28.7819 degrees, 44.426 degrees , (0.898518, -0.224094, -0.377421), (-65.5225, 185.741, -15.5587), (-288.254, 241.291, 77.9992), 180, 47.8481, 18.5915, (-46.166, 180.172, 4.12727), (-46.166, 180.172, 4.12727), (0, 0, 0), (-46.166, 180.172, 4.12727), (-5.05145, 199.843, 8.92165), (-0.897121, -0.429219, -0.104614), (-5.05145, 199.843, 8.92165), (22.3504, 207.726, -3.99688), (-0.875369, -0.251824, 0.41269), (22.3504, 207.726, -3.99688), (32.8495, 206.288, -22.6888), (-0.488627, 0.0669027, 0.869924), 181, 53.9912, 17.7586, (-53.3107, 199.073, -3.95543), (-1.13808, 224.261, -38.6803), (-0.77242, -0.372912, 0.514104), (-1.13808, 224.261, -38.6803), (20.0964, 192.348, -47.9819), (-0.538347, 0.809056, 0.235819), (20.0964, 192.348, -47.9819), (6.76582, 176.862, -39.3281), (0.600722, 0.697894, -0.38997), (6.76582, 176.862, -39.3281), (-6.75228, 174.825, -31.6356), (0.861777, 0.129808, -0.490397), 182, 61.5187, 17.4413, (-59.3015, 199.748, -13.5186), (-14.8396, 222.565, -53.5864), (-0.694131, -0.356222, 0.62553), (-14.8396, 222.565, -53.5864), (10.2255, 186.319, -57.6238), (-0.566406, 0.819061, 0.0912341), (10.2255, 186.319, -57.6238), (-3.84344, 170.603, -42.2402), (0.538886, 0.601997, -0.589238), (-3.84344, 170.603, -42.2402), (-17.8776, 169.648, -32.2505), (0.813435, 0.055314, -0.57902), 183, 59.1519, 16.5965, (-65.3655, 197.466, -22.7512), (-31.1975, 216.278, -65.0128), (-0.594124, -0.327107, 0.734859), (-31.1975, 216.278, -65.0128), (-6.25525, 183.873, -68.2548), (-0.608046, 0.789958, 0.079033), (-6.25525, 183.873, -68.2548), (-17.0609, 170.349, -49.6222), (0.424865, 0.531765, -0.732609), (-17.0609, 170.349, -49.6222), (-29.6051, 170.538, -37.9234), (0.731274, -0.0110088, -0.681995), 184, 46.374, 14.7424, (-70.368, 188.677, -31.0256), (-45.1679, 206.226, -74.5123), (-0.473363, -0.329641, 0.816863), (-45.1679, 206.226, -74.5123), (-21.4742, 184.081, -75.9601), (-0.729862, 0.682138, 0.0445964), (-21.4742, 184.081, -75.9601), (-26.907, 174.502, -61.7763), (0.302547, 0.533447, -0.789873), (-26.907, 174.502, -61.7763), (-37.9449, 173.573, -50.4743), (0.697493, 0.0587023, -0.714183)
36120, 895172241, 1, 1, 0, 0, 18, (-30.1565, 203.061, -40.8469), 39.6623 degrees, 30.4182 degrees, 42.6582 degrees , (0.894615, -0.278022, -0.34981), (-65.345, 179.387, -13.9399), (-287.109, 248.306, 72.7735), 180, 47.8481, 18.5915, (-45.2511, 173.877, 5.01014), (-45.2511, 173.877, 5.01014), (0, 0, 0), (-45.2511, 173.877, 5.01014), (-4.55635, 194.54, 9.17403), (-0.887962, -0.450853, -0.0908564), (-4.55635, 194.54, 9.17403), (22.2702, 203.583, -4.1845), (-0.856989, -0.288889, 0.426746), (22.2702, 203.583, -4.1845), (32.4691, 203.09, -23.0902), (-0.474659, 0.0229235, 0.879871), 181, 53.9912, 17.7586, (-53.209, 192.764, -2.30925), (-2.8869, 220.555, -37.772), (-0.745023, -0.411442, 0.52503), (-2.8869, 220.555, -37.772), (19.1282, 189.693, -48.667), (-0.558137, 0.782425, 0.276213), (19.1282, 189.693, -48.667), (6.57163, 173.52, -40.1118), (0.565842, 0.72883, -0.385525), (6.57163, 173.52, -40.1118), (-6.64513, 170.836, -32.1008), (0.842567, 0.171072, -0.5107), 182, 61.5187, 17.4413, (-59.4987, 193.52, -11.6724), (-16.9661, 218.85, -52.3208), (-0.664011, -0.395446, 0.634596), (-16.9661, 218.85, -52.3208), (9.0725, 183.544, -58.1368), (-0.588406, 0.797813, 0.131426), (9.0725, 183.544, -58.1368), (-4.02286, 166.94, -42.827), (0.501594, 0.63602, -0.586415), (-4.02286, 166.94, -42.827), (-17.7114, 165.233, -32.4647), (0.793402, 0.0989069, -0.600608), 183, 59.1519, 16.5965, (-65.7612, 191.31, -20.7892), (-33.4553, 212.375, -63.4502), (-0.561745, -0.366292, 0.741804), (-33.4553, 212.375, -63.4502), (-7.64728, 180.868, -68.3366), (-0.629152, 0.768101, 0.119121), (-7.64728, 180.868, -68.3366), (-17.4928, 166.508, -49.7971), (0.387114, 0.564603, -0.728949), (-17.4928, 166.508, -49.7971), (-29.6898, 165.988, -37.7464), (0.711033, 0.030292, -0.702506), 184, 46.374, 14.7424, (-70.7349, 182.605, -29.1689), (-47.3864, 202.16, -72.8327), (-0.438583, -0.367334, 0.82019), (-47.3864, 202.16, -72.8327), (-23.0502, 180.863, -75.6711), (-0.749654, 0.656029, 0.0874346), (-23.0502, 180.863, -75.6711), (-27.7342, 170.7, -61.6279), (0.26085, 0.565997, -0.782051), (-27.7342, 170.7, -61.6279), (-38.3912, 169.094, -50.0398), (0.673422, 0.101485, -0.732259)
36121, 895180944, 1, 1, 0, 0, 18, (-30.7488, 198.988, -40.0496), 41.5962 degrees, 31.6112 degrees, 42.0775 degrees , (0.884025, -0.322838, -0.338046), (-65.0944, 173.838, -13.3941), (-284.233, 253.866, 70.4031), 180, 47.8481, 18.5915, (-44.639, 168.181, 5.12074), (-44.639, 168.181, 5.12074), (0, 0, 0), (-44.639, 168.181, 5.12074), (-4.16207, 189.261, 9.31207), (-0.88321, -0.459974, -0.091455), (-4.16207, 189.261, 9.31207), (22.4268, 199.111, -3.9504), (-0.849398, -0.314675, 0.423678), (22.4268, 199.111, -3.9504), (32.7123, 199.495, -22.8117), (-0.478688, -0.0178523, 0.877804), 181, 53.9912, 17.7586, (-53.0657, 187.11, -1.53394), (-3.78871, 216.928, -36.8174), (-0.729551, -0.441452, 0.522375), (-3.78871, 216.928, -36.8174), (18.8165, 186.984, -48.9897), (-0.573099, 0.75916, 0.3086), (18.8165, 186.984, -48.9897), (6.77506, 170.236, -40.8077), (0.54263, 0.754722, -0.368711), (6.77506, 170.236, -40.8077), (-6.26852, 166.997, -32.7186), (0.831527, 0.206493, -0.515678), 182, 61.5187, 17.4413, (-59.4965, 188.013, -10.7876), (-18.0292, 215.367, -51.2247), (-0.647379, -0.427044, 0.631296), (-18.0292, 215.367, -51.2247), (8.61821, 180.777, -58.4213), (-0.602163, 0.781634, 0.162626), (8.61821, 180.777, -58.4213), (-3.92063, 163.455, -43.4438), (0.480277, 0.663489, -0.573687), (-3.92063, 163.455, -43.4438), (-17.4239, 161.151, -32.9549), (0.782664, 0.133564, -0.607946), 183, 59.1519, 16.5965, (-65.8383, 185.945, -19.8829), (-34.5386, 208.891, -62.3234), (-0.54425, -0.39899, 0.737969), (-34.5386, 208.891, -62.3234), (-8.18586, 178.063, -68.4735), (-0.64243, 0.751535, 0.149929), (-8.18586, 178.063, -68.4735), (-17.4933, 162.974, -50.2379), (0.365955, 0.593285, -0.717), (-17.4933, 162.974, -50.2379), (-29.5118, 161.858, -38.0493), (0.700635, 0.0650227, -0.710551), 184, 46.374, 14.7424, (-70.7541, 177.39, -28.4498), (-48.3932, 198.677, -71.8199), (-0.420031, -0.399854, 0.814672), (-48.3932, 198.677, -71.8199), (-23.653, 178.016, -75.6784), (-0.762098, 0.636459, 0.118858), (-23.653, 178.016, -75.6784), (-27.9108, 167.328, -61.8906), (0.237113, 0.595167, -0.767824), (-27.9108, 167.328, -61.8906), (-38.3676, 165.157, -50.2127), (0.660773, 0.137206, -0.737939)
36122, 895189587, 1, 1, 0, 0, 18, (-31.2442, 195.482, -39.8341), 42.5371 degrees, 31.5842 degrees, 42.1924 degrees , (0.873884, -0.349992, -0.337389), (-65.4137, 169.833, -13.4291), (-282.039, 256.592, 70.2052), 180, 47.8481, 18.5915, (-44.8171, 163.757, 4.79437), (-44.8171, 163.757, 4.79437), (0, 0, 0), (-44.8171, 163.757, 4.79437), (-4.08769, 184.347, 8.98191), (-0.888719, -0.449255, -0.0913724), (-4.08769, 184.347, 8.98191), (22.5726, 194.283, -4.07163), (-0.85168, -0.317411, 0.417003), (22.5726, 194.283, -4.07163), (33.1543, 195.2, -22.7497), (-0.492471, -0.0427117, 0.86928), 181, 53.9912, 17.7586, (-53.2654, 182.835, -1.39316), (-4.22761, 213.308, -36.4491), (-0.726008, -0.451158, 0.519007), (-4.22761, 213.308, -36.4491), (18.422, 183.792, -49.5494), (-0.574225, 0.748303, 0.332126), (18.422, 183.792, -49.5494), (6.53431, 166.774, -41.7074), (0.535703, 0.766902, -0.353389), (6.53431, 166.774, -41.7074), (-6.43592, 163.296, -33.5998), (0.82685, 0.221755, -0.516859), 182, 61.5187, 17.4413, (-59.7701, 183.941, -10.5727), (-18.5884, 212.072, -50.7683), (-0.642922, -0.439162, 0.627526), (-18.5884, 212.072, -50.7683), (7.94299, 177.603, -58.9101), (-0.59954, 0.77891, 0.183985), (7.94299, 177.603, -58.9101), (-4.48467, 159.972, -44.2025), (0.476019, 0.675311, -0.563348), (-4.48467, 159.972, -44.2025), (-17.8992, 157.447, -33.6507), (0.777521, 0.146329, -0.611596), 183, 59.1519, 16.5965, (-66.1898, 182.074, -19.6568), (-35.1993, 205.855, -61.8639), (-0.538874, -0.413509, 0.733911), (-35.1993, 205.855, -61.8639), (-8.95128, 175.121, -68.8743), (-0.639877, 0.749233, 0.1709), (-8.95128, 175.121, -68.8743), (-18.1352, 159.669, -50.8822), (0.361098, 0.607587, -0.707422), (-18.1352, 159.669, -50.8822), (-30.0554, 158.317, -38.6211), (0.694902, 0.0787819, -0.714776), 184, 46.374, 14.7424, (-71.1904, 173.709, -28.3601), (-49.1489, 195.864, -71.4577), (-0.414033, -0.416171, 0.809554), (-49.1489, 195.864, -71.4577), (-24.4679, 175.265, -75.9732), (-0.760271, 0.63454, 0.139093), (-24.4679, 175.265, -75.9732), (-28.6239, 164.293, -62.3795), (0.231442, 0.611038, -0.757012), (-28.6239, 164.293, -62.3795), (-38.9884, 161.893, -50.6639), (0.654937, 0.15161, -0.740319)
36123, 895198277, 1, 1, 0, 0, 18, (-29.8723, 193.569, -41.3186), 39.2024 degrees, 29.758 degrees, 42.9551 degrees , (0.875825, -0.341633, -0.340907), (-65.356, 170.359, -14.3963), (-282.462, 255.045, 70.1103), 180, 47.8481, 18.5915, (-45.3451, 164.659, 4.58551), (-45.3451, 164.659, 4.58551), (0, 0, 0), (-45.3451, 164.659, 4.58551), (-3.90283, 183.818, 8.56146), (-0.904272, -0.418049, -0.0867555), (-3.90283, 183.818, 8.56146), (23.4952, 192.07, -4.13253), (-0.875247, -0.263626, 0.405517), (23.4952, 192.07, -4.13253), (34.9318, 191.802, -22.321), (-0.532258, 0.0124893, 0.84649), 181, 53.9912, 17.7586, (-53.0787, 183.62, -2.78206), (-2.40687, 210.756, -38.2539), (-0.750202, -0.401746, 0.525164), (-2.40687, 210.756, -38.2539), (19.989, 180.297, -49.5004), (-0.567792, 0.772215, 0.285126), (19.989, 180.297, -49.5004), (7.64595, 163.829, -41.1992), (0.556222, 0.742078, -0.374081), (7.64595, 163.829, -41.1992), (-5.57151, 160.985, -33.2452), (0.842612, 0.18135, -0.507068), 182, 61.5187, 17.4413, (-59.3503, 184.428, -12.153), (-16.4906, 209.181, -52.813), (-0.669118, -0.386445, 0.634776), (-16.4906, 209.181, -52.813), (9.10217, 173.528, -58.482), (-0.578331, 0.805682, 0.128104), (9.10217, 173.528, -58.482), (-4.20337, 157.114, -43.147), (0.509644, 0.628688, -0.587379), (-4.20337, 157.114, -43.147), (-17.9168, 155.573, -32.7917), (0.794847, 0.0893101, -0.600201), 183, 59.1519, 16.5965, (-65.6289, 182.27, -21.2713), (-33.0421, 202.872, -63.945), (-0.566629, -0.358236, 0.742023), (-33.0421, 202.872, -63.945), (-7.59287, 171.06, -68.738), (-0.620405, 0.775529, 0.116843), (-7.59287, 171.06, -68.738), (-17.6209, 156.855, -50.1771), (0.394287, 0.558521, -0.729789), (-17.6209, 156.855, -50.1771), (-29.8347, 156.502, -38.1375), (0.712017, 0.0205775, -0.701861), 184, 46.374, 14.7424, (-70.6939, 173.605, -29.6374), (-47.0803, 192.798, -73.3196), (-0.443562, -0.360522, 0.820534), (-47.0803, 192.798, -73.3196), (-22.9376, 171.287, -76.2005), (-0.743692, 0.662606, 0.0887432), (-22.9376, 171.287, -76.2005), (-27.7129, 161.176, -62.1502), (0.265931, 0.563087, -0.782441), (-27.7129, 161.176, -62.1502), (-38.3961, 159.709, -50.5677), (0.675072, 0.0926734, -0.731908)
36124, 895206916, 1, 1, 0, 0, 18, (-27.3244, 186.263, -39.3441), 42.7369 degrees, 31.482 degrees, 41.9936 degrees , (0.870859, -0.374694, -0.318133), (-61.3265, 160.457, -12.8768), (-277.201, 253.339, 65.9844), 180, 47.8481, 18.5915, (-40.6035, 154.228, 5.15051), (-40.6035, 154.228, 5.15051), (0, 0, 0), (-40.6035, 154.228, 5.15051), (0.578767, 173.959, 9.03015), (-0.898598, -0.430529, -0.0846539), (0.578767, 173.959, 9.03015), (27.4809, 183.541, -3.78938), (-0.859404, -0.306123, 0.409528), (27.4809, 183.541, -3.78938), (38.634, 184.712, -22.1176), (-0.519069, -0.0544674, 0.852995), 181, 53.9912, 17.7586, (-49.0767, 173.359, -0.835841), (-0.264981, 204.038, -36.0275), (-0.722662, -0.454205, 0.521015), (-0.264981, 204.038, -36.0275), (22.6872, 175.051, -49.7668), (-0.581896, 0.734892, 0.348326), (22.6872, 175.051, -49.7668), (11.1085, 157.713, -42.1649), (0.521779, 0.781277, -0.342568), (11.1085, 157.713, -42.1649), (-1.77316, 153.97, -34.0339), (0.821204, 0.238614, -0.518351), 182, 61.5187, 17.4413, (-55.6474, 174.538, -9.95914), (-14.7315, 202.92, -50.2496), (-0.638771, -0.443083, 0.629007), (-14.7315, 202.92, -50.2496), (11.6517, 168.431, -58.7821), (-0.596193, 0.779344, 0.192812), (11.6517, 168.431, -58.7821), (-0.736921, 150.759, -44.0911), (0.474525, 0.676892, -0.56271), (-0.736921, 150.759, -44.0911), (-14.0878, 148.213, -33.4641), (0.773832, 0.14759, -0.615955), 183, 59.1519, 16.5965, (-62.1354, 172.744, -19.0093), (-31.4297, 196.801, -61.2681), (-0.53392, -0.41831, 0.73481), (-31.4297, 196.801, -61.2681), (-5.26633, 166.092, -68.694), (-0.637814, 0.748613, 0.18103), (-5.26633, 166.092, -68.694), (-14.3347, 150.519, -50.7478), (0.356556, 0.612344, -0.705622), (-14.3347, 150.519, -50.7478), (-26.1663, 149.09, -38.4097), (0.689733, 0.083267, -0.71926), 184, 46.374, 14.7424, (-67.2083, 164.447, -27.7364), (-45.4597, 186.894, -70.832), (-0.408531, -0.421648, 0.809515), (-45.4597, 186.894, -70.832), (-20.828, 166.314, -75.6933), (-0.758755, 0.633929, 0.149749), (-20.828, 166.314, -75.6933), (-24.8981, 155.249, -62.1494), (0.226662, 0.61623, -0.754245), (-24.8981, 155.249, -62.1494), (-35.1849, 152.784, -50.379), (0.650026, 0.155759, -0.743778)
36125, 895215657, 1, 1, 0, 0, 18, (-26.1987, 182.464, -38.9793), 38.8109 degrees, 29.5477 degrees, 41.2616 degrees , (0.873112, -0.376183, -0.310099), (-60.786, 159.02, -11.1092), (-277.22, 252.271, 65.7603), 180, 47.8481, 18.5915, (-40.1899, 153.271, 7.22036), (-40.1899, 153.271, 7.22036), (0, 0, 0), (-40.1899, 153.271, 7.22036), (1.75696, 171.527, 9.9647), (-0.915282, -0.398338, -0.0598817), (1.75696, 171.527, 9.9647), (29.0613, 179.337, -3.20209), (-0.872253, -0.249503, 0.420621), (29.0613, 179.337, -3.20209), (40.5586, 179.192, -21.3536), (-0.535087, 0.00675348, 0.84477), 181, 53.9912, 17.7586, (-48.1907, 172.252, 0.195144), (1.30653, 199.705, -36.6639), (-0.732811, -0.406445, 0.545701), (1.30653, 199.705, -36.6639), (23.5353, 169.477, -48.8278), (-0.563554, 0.766358, 0.308385), (23.5353, 169.477, -48.8278), (11.563, 152.856, -40.2929), (0.539514, 0.748998, -0.384612), (11.563, 152.856, -40.2929), (-1.39002, 149.873, -31.9631), (0.825753, 0.19013, -0.531021), 182, 61.5187, 17.4413, (-54.7481, 173.093, -8.97503), (-13.2125, 198.171, -50.7935), (-0.648447, -0.391519, 0.652862), (-13.2125, 198.171, -50.7935), (12.2098, 162.549, -57.3585), (-0.574477, 0.804965, 0.148351), (12.2098, 162.549, -57.3585), (-0.655715, 146.105, -41.6854), (0.492789, 0.629892, -0.600329), (-0.655715, 146.105, -41.6854), (-14.0592, 144.542, -30.9352), (0.776883, 0.0905925, -0.623094), 183, 59.1519, 16.5965, (-61.2977, 170.968, -17.9085), (-30.0819, 191.879, -61.4477), (-0.54279, -0.363619, 0.757073), (-30.0819, 191.879, -61.4477), (-4.71558, 160.158, -67.1881), (-0.618383, 0.773317, 0.139941), (-4.71558, 160.158, -67.1881), (-14.1369, 145.829, -48.4055), (0.370434, 0.563371, -0.738506), (-14.1369, 145.829, -48.4055), (-25.9756, 145.382, -35.9999), (0.690147, 0.0260934, -0.723198), 184, 46.374, 14.7424, (-66.5958, 162.334, -26.1622), (-44.3764, 181.819, -70.4424), (-0.417373, -0.366007, 0.831768), (-44.3764, 181.819, -70.4424), (-20.2709, 160.402, -74.2024), (-0.742545, 0.659706, 0.115823), (-20.2709, 160.402, -74.2024), (-24.5836, 150.197, -60.0706), (0.24017, 0.56831, -0.786982), (-24.5836, 150.197, -60.0706), (-34.9053, 148.642, -48.1762), (0.652231, 0.0983063, -0.751619)
36126, 895224315, 1, 1, 0, 0, 18, (-25.7064, 179.037, -38.5348), 36.4412 degrees, 27.9781 degrees, 41.6388 degrees , (0.871479, -0.380503, -0.309423), (-61.0692, 157.333, -10.2315), (-277.098, 251.655, 66.4704), 180, 47.8481, 18.5915, (-40.7523, 151.629, 8.42095), (-40.7523, 151.629, 8.42095), (0, 0, 0), (-40.7523, 151.629, 8.42095), (1.8351, 168.363, 10.993), (-0.92926, -0.365139, -0.0561234), (1.8351, 168.363, 10.993), (29.5766, 174.751, -2.02604), (-0.886218, -0.204065, 0.415903), (29.5766, 174.751, -2.02604), (41.466, 173.715, -19.8937), (-0.553334, 0.0482139, 0.831563), 181, 53.9912, 17.7586, (-48.2197, 170.582, 0.762193), (2.21154, 195.641, -36.5333), (-0.746639, -0.371007, 0.552163), (2.21154, 195.641, -36.5333), (23.7921, 164.546, -47.6331), (-0.547121, 0.788333, 0.281409), (23.7921, 164.546, -47.6331), (11.3649, 148.475, -38.7046), (0.560014, 0.724222, -0.402352), (11.3649, 148.475, -38.7046), (-1.71517, 146.06, -30.3895), (0.833851, 0.153967, -0.530082), 182, 61.5187, 17.4413, (-54.6904, 171.308, -8.47915), (-12.2443, 194.044, -50.7205), (-0.662661, -0.354948, 0.659463), (-12.2443, 194.044, -50.7205), (12.1266, 157.459, -55.8121), (-0.550719, 0.826723, 0.115059), (12.1266, 157.459, -55.8121), (-1.43169, 142.036, -39.6901), (0.519326, 0.590733, -0.617524), (-1.43169, 142.036, -39.6901), (-14.9782, 141.297, -29.0313), (0.785168, 0.0428721, -0.617797), 183, 59.1519, 16.5965, (-61.2303, 169.077, -17.3938), (-29.1945, 187.857, -61.3075), (-0.557049, -0.326551, 0.763585), (-29.1945, 187.857, -61.3075), (-4.60394, 155.345, -65.8886), (-0.599472, 0.792566, 0.11168), (-4.60394, 155.345, -65.8886), (-14.5154, 141.839, -46.7524), (0.389706, 0.531044, -0.752411), (-14.5154, 141.839, -46.7524), (-26.4466, 142.069, -34.4298), (0.695543, -0.0134034, -0.71836), 184, 46.374, 14.7424, (-66.6893, 160.331, -25.4221), (-43.6779, 177.889, -70.1019), (-0.432249, -0.329818, 0.839274), (-43.6779, 177.889, -70.1019), (-20.0917, 155.778, -73.043), (-0.726549, 0.681116, 0.0905974), (-20.0917, 155.778, -73.043), (-24.732, 146.096, -58.6493), (0.258408, 0.539186, -0.801564), (-24.732, 146.096, -58.6493), (-35.1544, 145.131, -46.7802), (0.6586, 0.0609759, -0.750019)
