Frame Id, Hands, Timestamp, Extended Fingers, Tools, Gestures, Hand Id, Hand Palm X, Y, Z, Hand Pitch, Hand Roll, Hand Yaw, Arm Direction X, Y, Z, Wrist Position X, Y, Z, Elbow Position X, Y, Z, Thumb Id, Thumb Length, Thumb width, Thumb Metacarpal Start X, Y, Z, Thumb Metacarpal End X, Y, Z, Thumb Metacarpal Direction X, Y, Z, Thumb Proximal Start X, Y, Z, Thumb Proximal End X, Y, Z, Thumb Proximal Direction X, Y, Z, Thumb Middle Start X, Y, Z, Thumb Middle End X, Y, Z, Thumb Middle Direction X, Y, Z, Thumb Distal Start X, Y, Z, Thumb Distal End X, Y, Z, Thum Distal Direction X, Y, Z, Index Id, Index Length, Index Width, Index Metacarpal Start X, Y, Z, Index Metacarpal End X, Y, Z, Index Metacarpal Direction X, Y, Z, Index Proximal Start X, Y, Z, Index Proximal End X, Y, Z, Index Proximal Direction X, Y, Z, Index Middle Start X, Y, Z, Index Middle End X, Y, Z, Index Middle Direction X, Y, Z, Index Distal Start X, Y, Z, Index Distal End X, Y, Z, Index Distal Direction X, Y, Z, Middle Id, Middle Length, Middle Width, Middle Metacarpal Start X, Y, Z, Middle Metacarpal End X, Y, Z, Middle Metacarpal Direction X, Y, Z, Middle Proximal Start X, Y, Z, Middle Proximal End X, Y, Z, Middle Metacarpal Direction X, Y, Z, Middle Middle Start X, Y, Z, Middle Middle End X, Y, Z, Middle Middle Direction X, Y, Z, Middle Distal Start X, Y, Z, Middle Distal End X, Y, Z, Middle Distal Direction X, Y, Z, Ring Id, Ring Length, Ring Width, Ring Metacarpal Start X, Y, Z, Ring Metacarpal End X, Y, Z, Ring Metacarpal Direction X, Y, Z, Ring Proximal Start X, Y, Z, Ring Proximal End X, Y, Z, Ring Proximal Direction X, Y, Z, Ring Middle Start X, Y, Z, Ring Middle End X, Y, Z, Ring Middle Direction X, Y, Z, Ring Distal Start X, Y, Z, Ring Distal End X, Y, Z, Ring Distal Direction X, Y, Z, Pinky Id, Pinky Length, Pinky Width, Pinky Metacarpal Start X, Y, Z, Pinky Metacarpal End X, Y, Z, Pinky Metacarpal Direction X, Y, Z, Pinky Proximal Start X, Y, Z, Pinky Proximal End X, Y, Z, Pinky Proximal Direction X, Y, Z, Pinky Middle Start X, Y, Z, Pinky Middle End X, Y, Z, Pinky Middle Direction X, Y, Z, Pinky Distal Start X, Y, Z, Pinky Distal End X, Y, Z, Pinky Distal Direction X, Y, Z
Focus Gained
15313, 690125651, 1, 5, 0, 0, 6, (81.1082, 83.0978, 15.4168), 164.411 degrees, -1.67433 degrees, -101.642 degrees , (-0.98318, -0.181908, -0.0163325), (131.58, 85.1446, 11.6466), (377.375, 130.622, 15.7297), 60, 48.2559, 18.75, (128.921, 71.712, -13.2392), (128.921, 71.712, -13.2392), (0, 0, 0), (128.921, 71.712, -13.2392), (85.7065, 69.4315, -29.4752), (0.934971, 0.0493407, 0.351277), (85.7065, 69.4315, -29.4752), (57.8519, 69.3015, -44.3335), (0.882312, 0.00411726, 0.470647), (57.8519, 69.3015, -44.3335), (39.1995, 69.5434, -55.3615), (0.86075, -0.0111614, 0.508905), 61, 54.4514, 17.91, (121.303, 91.1467, -6.45751), (53.7267, 83.4366, -2.6775), (0.992023, 0.113184, -0.0554904), (53.7267, 83.4366, -2.6775), (14.559, 78.3798, 2.09424), (0.984608, 0.127119, -0.119953), (14.559, 78.3798, 2.09424), (-7.32013, 74.5968, 4.89733), (0.97762, 0.169033, -0.12525), (-7.32013, 74.5968, 4.89733), (-22.6782, 71.4, 6.94269), (0.970798, 0.202077, -0.129289), 62, 62.043, 17.59, (121.025, 94.1547, 4.53623), (57.9085, 88.0121, 16.853), (0.97704, 0.0950866, -0.190663), (57.9085, 88.0121, 16.853), (13.9588, 83.0804, 22.8479), (0.984757, 0.1105, -0.134323), (13.9588, 83.0804, 22.8479), (-11.8265, 79.0514, 26.3347), (0.97931, 0.153019, -0.132427), (-11.8265, 79.0514, 26.3347), (-28.7685, 75.8029, 28.6096), (0.973679, 0.186695, -0.130741), 63, 59.656, 16.738, (122.399, 94.6727, 15.8164), (67.9413, 90.2455, 35.2792), (0.938919, 0.0763308, -0.335565), (67.9413, 90.2455, 35.2792), (27.5348, 86.4435, 43.3002), (0.97671, 0.091902, -0.193883), (27.5348, 86.4435, 43.3002), (2.59566, 82.8993, 48.1377), (0.972285, 0.138176, -0.188596), (2.59566, 82.8993, 48.1377), (-14.1377, 79.8762, 51.3226), (0.967249, 0.174749, -0.184099), 64, 46.7692, 14.868, (126.596, 89.0944, 26.9934), (78.915, 88.1312, 51.6554), (0.888079, 0.0179394, -0.45934), (78.915, 88.1312, 51.6554), (49.0484, 89.5489, 64.9928), (0.912235, -0.0433016, -0.407373), (49.0484, 89.5489, 64.9928), (32.4447, 89.6425, 72.2234), (0.916824, -0.00516448, -0.399257), (32.4447, 89.6425, 72.2234), (17.7692, 89.2298, 78.4829), (0.919515, 0.0258568, -0.392203)
15314, 690134271, 1, 5, 0, 0, 6, (82.6607, 80.9861, 13.8895), 166.784 degrees, -0.996142 degrees, -100.856 degrees , (-0.98185, -0.188604, -0.0199847), (133.145, 83.7004, 10.7697), (378.608, 130.852, 15.7659), 60, 48.2559, 18.75, (131.001, 70.0547, -14.0496), (131.001, 70.0547, -14.0496), (0, 0, 0), (131.001, 70.0547, -14.0496), (88.1466, 67.329, -31.1486), (0.927179, 0.0589721, 0.369948), (88.1466, 67.329, -31.1486), (60.5291, 66.8371, -46.4359), (0.874799, 0.0155788, 0.484235), (60.5291, 66.8371, -46.4359), (42.0065, 66.8019, -57.6831), (0.854761, 0.00162692, 0.51902), 61, 54.4514, 17.91, (123.029, 89.4307, -7.51183), (55.5197, 80.8183, -4.56607), (0.991032, 0.12643, -0.0432437), (55.5197, 80.8183, -4.56607), (16.2876, 75.4447, -0.769726), (0.986228, 0.135082, -0.0954334), (16.2876, 75.4447, -0.769726), (-5.6268, 71.5065, 1.49182), (0.979196, 0.175966, -0.101052), (-5.6268, 71.5065, 1.49182), (-21.0098, 68.2118, 3.15917), (0.972377, 0.208266, -0.105395), 62, 62.043, 17.59, (122.564, 92.5132, 3.45491), (59.3789, 85.5906, 14.9838), (0.978093, 0.10716, -0.178465), (59.3789, 85.5906, 14.9838), (15.398, 79.9348, 20.036), (0.985457, 0.126726, -0.113203), (15.398, 79.9348, 20.036), (-10.3967, 75.5485, 22.9793), (0.979669, 0.166592, -0.111784), (-10.3967, 75.5485, 22.9793), (-27.3429, 72.1008, 24.9024), (0.973922, 0.198142, -0.110525), 63, 59.656, 16.738, (123.78, 93.1308, 14.7481), (69.1348, 88.0939, 33.5237), (0.94216, 0.0868441, -0.323716), (69.1348, 88.0939, 33.5237), (28.6772, 83.7715, 41.0056), (0.977945, 0.10448, -0.180854), (28.6772, 83.7715, 41.0056), (3.72349, 79.9178, 45.5204), (0.972854, 0.150245, -0.176016), (3.72349, 79.9178, 45.5204), (-13.0112, 76.6932, 48.4943), (0.96732, 0.186391, -0.171901), 64, 46.7692, 14.868, (127.904, 87.691, 26.0201), (79.9179, 86.2482, 50.0581), (0.893771, 0.0268735, -0.447718), (79.9179, 86.2482, 50.0581), (49.868, 87.2742, 63.0141), (0.917834, -0.0313381, -0.395725), (49.868, 87.2742, 63.0141), (33.1752, 87.1424, 70.0358), (0.921748, 0.00727763, -0.387721), (33.1752, 87.1424, 70.0358), (18.4303, 86.5256, 76.1128), (0.923862, 0.0386484, -0.380769)
15315, 690142898, 1, 5, 0, 0, 6, (84.1874, 78.4921, 11.5807), 168.766 degrees, -0.604045 degrees, -100.226 degrees , (-0.979877, -0.197777, -0.0269233), (134.679, 81.6417, 9.03096), (379.648, 131.086, 15.7618), 60, 48.2559, 18.75, (132.924, 68.0725, -15.8609), (132.924, 68.0725, -15.8609), (0, 0, 0), (132.924, 68.0725, -15.8609), (90.3592, 65.2334, -33.6505), (0.920916, 0.0614265, 0.38489), (90.3592, 65.2334, -33.6505), (62.9185, 64.6396, -49.2492), (0.869202, 0.0188089, 0.494099), (62.9185, 64.6396, -49.2492), (44.484, 64.5136, -60.6397), (0.850691, 0.00581587, 0.525635), 61, 54.4514, 17.91, (124.717, 87.3561, -9.3403), (57.2546, 78.1666, -7.17507), (0.990349, 0.134902, -0.0317856), (57.2546, 78.1666, -7.17507), (17.9858, 72.5161, -4.26328), (0.98715, 0.142044, -0.0731974), (17.9858, 72.5161, -4.26328), (-3.94774, 68.4316, -2.50165), (0.980049, 0.182504, -0.0787145), (-3.94774, 68.4316, -2.50165), (-19.3436, 65.0381, -1.18839), (0.973188, 0.214507, -0.0830121), 62, 62.043, 17.59, (124.105, 90.393, 1.63193), (60.8571, 82.897, 12.4339), (0.979069, 0.116037, -0.167213), (60.8571, 82.897, 12.4339), (16.8452, 76.7027, 16.4865), (0.98615, 0.138792, -0.090806), (16.8452, 76.7027, 16.4865), (-8.95023, 71.9763, 18.8371), (0.979697, 0.179509, -0.089272), (-8.95023, 71.9763, 18.8371), (-25.887, 68.2931, 20.3673), (0.973375, 0.211676, -0.0879432), 63, 59.656, 16.738, (125.191, 90.9781, 12.9401), (70.3859, 85.4118, 31.0899), (0.944916, 0.0959707, -0.312927), (70.3859, 85.4118, 31.0899), (29.8802, 80.7035, 38.0613), (0.979107, 0.113809, -0.168514), (29.8802, 80.7035, 38.0613), (4.90626, 76.6281, 42.2585), (0.973643, 0.158884, -0.163632), (4.90626, 76.6281, 42.2585), (-11.8376, 73.2638, 45.018), (0.967853, 0.194468, -0.159509), 64, 46.7692, 14.868, (129.236, 85.5304, 24.237), (81.0007, 83.594, 47.7359), (0.898408, 0.0360665, -0.437678), (81.0007, 83.594, 47.7359), (50.8106, 84.2708, 60.3853), (0.922118, -0.0206723, -0.386357), (50.8106, 84.2708, 60.3853), (34.0481, 83.9394, 67.2321), (0.925595, 0.0182962, -0.378072), (34.0481, 83.9394, 67.2321), (19.2479, 83.1426, 73.1517), (0.927331, 0.0499238, -0.370898)
15316, 690151645, 1, 5, 0, 0, 6, (85.6508, 76.6002, 9.28778), 171.306 degrees, -0.108449 degrees, -99.549 degrees , (-0.97835, -0.204164, -0.0338885), (136.134, 80.2665, 7.32446), (380.721, 131.307, 15.7966), 60, 48.2559, 18.75, (134.81, 66.6432, -17.5646), (134.81, 66.6432, -17.5646), (0, 0, 0), (134.81, 66.6432, -17.5646), (92.5351, 63.4386, -35.9716), (0.914654, 0.0693347, 0.398248), (92.5351, 63.4386, -35.9716), (65.2859, 62.5742, -51.8901), (0.863136, 0.0273799, 0.504228), (65.2859, 62.5742, -51.8901), (46.9445, 62.2356, -63.4256), (0.846394, 0.0156244, 0.532327), 61, 54.4514, 17.91, (126.33, 85.8507, -11.1713), (58.9445, 75.9693, -9.7816), (0.989213, 0.145059, -0.0204006), (58.9445, 75.9693, -9.7816), (19.6855, 69.8689, -7.79109), (0.986904, 0.153354, -0.0500379), (19.6855, 69.8689, -7.79109), (-2.23787, 65.5467, -6.54598), (0.979595, 0.193126, -0.0556349), (-2.23787, 65.5467, -6.54598), (-17.6245, 61.9938, -5.59634), (0.972604, 0.224583, -0.0600278), 62, 62.043, 17.59, (125.558, 88.8973, -0.211844), (62.2679, 80.7655, 9.8606), (0.979716, 0.125879, -0.15592), (62.2679, 80.7655, 9.8606), (18.2192, 74.3563, 13.0963), (0.986975, 0.143609, -0.0725005), (18.2192, 74.3563, 13.0963), (-7.58913, 69.4886, 14.9688), (0.980186, 0.184872, -0.0711151), (-7.58913, 69.4886, 14.9688), (-24.5289, 65.7038, 16.1854), (0.973549, 0.217517, -0.0699221), 63, 59.656, 16.738, (126.505, 89.5102, 11.1074), (71.5509, 83.4059, 28.6229), (0.947483, 0.105247, -0.301992), (71.5509, 83.4059, 28.6229), (31.0124, 78.2563, 35.0718), (0.979901, 0.124477, -0.155883), (31.0124, 78.2563, 35.0718), (6.02983, 73.9258, 38.9502), (0.973978, 0.168831, -0.151206), (6.02983, 73.9258, 38.9502), (-10.7143, 70.3997, 41.4981), (0.967867, 0.203822, -0.147272), 64, 46.7692, 14.868, (130.473, 84.1212, 22.4595), (81.988, 81.7222, 45.395), (0.90306, 0.0446825, -0.427184), (81.988, 81.7222, 45.395), (51.6562, 81.948, 57.7173), (0.926444, -0.00689745, -0.376368), (51.6562, 81.948, 57.7173), (34.8259, 81.339, 64.3764), (0.929334, 0.0336279, -0.367705), (34.8259, 81.339, 64.3764), (19.9751, 80.2787, 70.1255), (0.9305, 0.0664364, -0.360216)
15317, 690160274, 1, 5, 0, 0, 6, (87.0945, 75.2008, 6.41832), 177.831 degrees, 0.915254 degrees, -99.0071 degrees , (-0.977399, -0.206845, -0.043651), (137.514, 79.8407, 4.94463), (381.864, 131.552, 15.8574), 60, 48.2559, 18.75, (136.687, 66.2723, -19.9958), (136.687, 66.2723, -19.9958), (0, 0, 0), (136.687, 66.2723, -19.9958), (94.6873, 62.3745, -38.8932), (0.908693, 0.0843326, 0.408857), (94.6873, 62.3745, -38.8932), (67.6025, 61.0504, -55.0586), (0.85793, 0.0419413, 0.512051), (67.6025, 61.0504, -55.0586), (49.3496, 60.3874, -66.7198), (0.842309, 0.0305945, 0.538126), 61, 54.4514, 17.91, (127.779, 85.2936, -13.6268), (60.5862, 74.1173, -12.9052), (0.986392, 0.164068, -0.010592), (60.5862, 74.1173, -12.9052), (21.422, 67.2471, -11.7136), (0.984518, 0.172705, -0.029956), (21.422, 67.2471, -11.7136), (-0.433177, 62.495, -10.9187), (0.976551, 0.212338, -0.035518), (-0.433177, 62.495, -10.9187), (-15.7633, 58.64, -10.2873), (0.969035, 0.243678, -0.0399094), 62, 62.043, 17.59, (126.845, 88.2906, -2.66622), (63.6315, 78.9151, 6.78161), (0.978543, 0.145132, -0.146251), (63.6315, 78.9151, 6.78161), (19.6266, 71.8874, 9.23416), (0.985995, 0.157465, -0.0549531), (19.6266, 71.8874, 9.23416), (-6.14785, 66.6954, 10.6451), (0.9789, 0.19719, -0.053587), (-6.14785, 66.6954, 10.6451), (-23.0623, 62.7169, 11.5575), (0.972095, 0.228652, -0.0524344), 63, 59.656, 16.738, (127.674, 88.8862, 8.66321), (72.6848, 81.6744, 25.6388), (0.948091, 0.124342, -0.292682), (72.6848, 81.6744, 25.6388), (32.1824, 75.7347, 31.6182), (0.979028, 0.143574, -0.144536), (32.1824, 75.7347, 31.6182), (7.24176, 70.9375, 35.206), (0.972346, 0.187027, -0.139874), (7.24176, 70.9375, 35.206), (-9.46457, 67.1093, 37.5584), (0.965684, 0.221282, -0.135976), 64, 46.7692, 14.868, (131.638, 83.5389, 20.0366), (82.9938, 80.1388, 42.5041), (0.906021, 0.0633275, -0.418468), (82.9938, 80.1388, 42.5041), (52.5586, 79.4005, 54.5482), (0.929603, 0.0225515, -0.367873), (52.5586, 79.4005, 54.5482), (35.6926, 78.19, 61.0325), (0.931308, 0.0668391, -0.358047), (35.6926, 78.19, 61.0325), (20.8293, 76.5544, 66.6118), (0.931285, 0.102481, -0.349579)
15318, 690168894, 1, 5, 0, 0, 6, (88.4377, 73.185, 3.60944), -176.306 degrees, 1.74318 degrees, -98.1351 degrees , (-0.97583, -0.212183, -0.0522941), (138.79, 78.6515, 2.85772), (382.748, 131.697, 15.9312), 60, 48.2559, 18.75, (138.57, 64.8486, -21.9664), (138.57, 64.8486, -21.9664), (0, 0, 0), (138.57, 64.8486, -21.9664), (97.0336, 60.7259, -41.8166), (0.898664, 0.0891959, 0.429473), (97.0336, 60.7259, -41.8166), (70.1667, 59.12, -58.3167), (0.851028, 0.0508686, 0.522651), (70.1667, 59.12, -58.3167), (51.867, 58.1203, -69.88), (0.844472, 0.0461342, 0.533609), 61, 54.4514, 17.91, (129.252, 83.7749, -15.9086), (62.2499, 71.4868, -16.103), (0.983591, 0.180389, 0.00285469), (62.2499, 71.4868, -16.103), (23.1896, 63.9646, -15.7133), (0.98191, 0.189096, -0.00979729), (23.1896, 63.9646, -15.7133), (1.41403, 58.8109, -15.3525), (0.972991, 0.230278, -0.01612), (1.41403, 58.8109, -15.3525), (-13.8461, 54.653, -15.018), (0.964612, 0.262826, -0.0211423), 62, 62.043, 17.59, (128.101, 86.854, -4.99149), (64.9137, 76.5108, 3.58273), (0.978135, 0.160111, -0.132728), (64.9137, 76.5108, 3.58273), (20.938, 69.0423, 5.06459), (0.98534, 0.167342, -0.0332032), (20.938, 69.0423, 5.06459), (-4.80732, 63.5906, 5.91581), (0.977796, 0.207052, -0.032329), (-4.80732, 63.5906, 5.91581), (-21.696, 59.4398, 6.46551), (0.970615, 0.238556, -0.031592), 63, 59.656, 16.738, (128.746, 87.5647, 6.34324), (73.6304, 79.5894, 22.5488), (0.950276, 0.137506, -0.279406), (73.6304, 79.5894, 22.5488), (33.1339, 73.0424, 27.9014), (0.978885, 0.158254, -0.129384), (33.1339, 73.0424, 27.9014), (8.21073, 67.9024, 31.1167), (0.971664, 0.200389, -0.125352), (8.21073, 67.9024, 31.1167), (-8.47776, 63.8613, 33.227), (0.964652, 0.233592, -0.121985), 64, 46.7692, 14.868, (132.624, 82.3863, 17.8241), (83.7039, 78.377, 39.5819), (0.911152, 0.0746751, -0.405248), (83.7039, 78.377, 39.5819), (53.1002, 76.9611, 51.1282), (0.93475, 0.043245, -0.352665), (53.1002, 76.9611, 51.1282), (36.1641, 75.3288, 57.3312), (0.935176, 0.090136, -0.342521), (36.1641, 75.3288, 57.3312), (21.2582, 73.2906, 62.6585), (0.933957, 0.127705, -0.333789)
15319, 690177689, 1, 5, 0, 0, 6, (89.1792, 70.8081, 0.394963), -172.564 degrees, 1.97198 degrees, -97.1966 degrees , (-0.973412, -0.220627, -0.0615864), (139.501, 76.5984, 0.501136), (382.854, 131.755, 15.8977), 60, 48.2559, 18.75, (139.774, 62.9595, -24.4129), (139.774, 62.9595, -24.4129), (0, 0, 0), (139.774, 62.9595, -24.4129), (98.6789, 59.2215, -45.234), (0.889117, 0.0808726, 0.450478), (98.6789, 59.2215, -45.234), (72.0479, 57.8066, -62.1294), (0.843554, 0.0448178, 0.53517), (72.0479, 57.8066, -62.1294), (53.7557, 56.8265, -73.7063), (0.844125, 0.0452319, 0.534235), 61, 54.4514, 17.91, (130.237, 81.7858, -18.3845), (63.3274, 69.0749, -19.7531), (0.982232, 0.186595, 0.0200913), (63.3274, 69.0749, -19.7531), (24.3105, 61.3447, -20.3649), (0.980817, 0.194323, 0.0153789), (24.3105, 61.3447, -20.3649), (2.55988, 56.0786, -20.5708), (0.971878, 0.235305, 0.00920215), (2.55988, 56.0786, -20.5708), (-12.6825, 51.8433, -20.6382), (0.963487, 0.267721, 0.00425886), 62, 62.043, 17.59, (128.889, 84.7849, -7.46775), (65.6379, 73.9848, 0.00594165), (0.979114, 0.167184, -0.115692), (65.6379, 73.9848, 0.00594165), (21.6423, 66.4989, 0.440902), (0.985784, 0.167734, -0.00974591), (21.6423, 66.4989, 0.440902), (-4.11423, 61.0385, 0.671194), (0.978221, 0.207382, -0.00874637), (-4.11423, 61.0385, 0.671194), (-21.0099, 56.8817, 0.809271), (0.971013, 0.238895, -0.00793548), 63, 59.656, 16.738, (129.345, 85.4245, 3.8804), (74.0245, 76.9926, 19.1315), (0.953794, 0.145377, -0.26295), (74.0245, 76.9926, 19.1315), (33.4835, 70.1484, 23.721), (0.979961, 0.165439, -0.110938), (33.4835, 70.1484, 23.721), (8.53694, 64.8493, 26.4616), (0.972576, 0.206592, -0.106844), (8.53694, 64.8493, 26.4616), (-8.16601, 60.7144, 28.2514), (0.965489, 0.239014, -0.103458), 64, 46.7692, 14.868, (133.068, 80.1946, 15.389), (83.8269, 75.731, 36.3185), (0.91713, 0.083136, -0.389822), (83.8269, 75.731, 36.3185), (53.0456, 73.8902, 47.32), (0.940173, 0.0562243, -0.336027), (53.0456, 73.8902, 47.32), (36.024, 72.0156, 53.2127), (0.9399, 0.103511, -0.325382), (36.024, 72.0156, 53.2127), (21.0522, 69.7601, 58.2605), (0.938082, 0.141322, -0.316277)
15320, 690186316, 1, 5, 0, 0, 6, (89.2793, 69.3403, -2.86039), -162.197 degrees, 2.79534 degrees, -96.2919 degrees , (-0.972215, -0.223136, -0.0707659), (139.49, 75.9485, -1.85566), (382.544, 131.732, 15.8358), 60, 48.2559, 18.75, (140.367, 62.8405, -27.0393), (140.367, 62.8405, -27.0393), (0, 0, 0), (140.367, 62.8405, -27.0393), (99.7146, 59.2077, -48.7292), (0.879548, 0.078597, 0.469274), (99.7146, 59.2077, -48.7292), (73.3366, 57.8749, -66.0233), (0.835542, 0.0422181, 0.547803), (73.3366, 57.8749, -66.0233), (55.1171, 56.8728, -77.7124), (0.84077, 0.0462411, 0.539413), 61, 54.4514, 17.91, (130.428, 81.3781, -20.771), (63.7678, 67.6072, -23.4377), (0.978571, 0.202156, 0.0391463), (63.7678, 67.6072, -23.4377), (24.8988, 59.3206, -25.1646), (0.977099, 0.208311, 0.043411), (24.8988, 59.3206, -25.1646), (3.23293, 53.7776, -26.0185), (0.968091, 0.247679, 0.0381568), (3.23293, 53.7776, -26.0185), (-11.9501, 49.3663, -26.555), (0.959737, 0.278845, 0.0339126), 62, 62.043, 17.59, (128.865, 84.1255, -9.81679), (65.6969, 72.1394, -3.54791), (0.977833, 0.185544, -0.0970414), (65.6969, 72.1394, -3.54791), (21.7801, 64.2192, -4.20022), (0.984019, 0.177464, 0.0146159), (21.7801, 64.2192, -4.20022), (-3.92693, 58.5417, -4.62829), (0.97634, 0.215628, 0.0162579), (-3.92693, 58.5417, -4.62829), (-20.7894, 54.2611, -4.93379), (0.969108, 0.246012, 0.0175575), 63, 59.656, 16.738, (129.138, 84.5347, 1.54787), (73.7418, 74.8827, 15.7633), (0.95511, 0.166414, -0.245094), (73.7418, 74.8827, 15.7633), (33.2487, 67.293, 19.5285), (0.978805, 0.183459, -0.0910122), (33.2487, 67.293, 19.5285), (8.34787, 61.5502, 21.7407), (0.970791, 0.223891, -0.0862459), (8.34787, 61.5502, 21.7407), (-8.31611, 57.1262, 23.1654), (0.963236, 0.255723, -0.0823552), 64, 46.7692, 14.868, (132.773, 79.1265, 13.002), (83.3027, 73.4218, 33.0702), (0.921412, 0.106253, -0.373777), (83.3027, 73.4218, 33.0702), (52.4076, 70.6816, 43.5532), (0.943649, 0.0836943, -0.32019), (52.4076, 70.6816, 43.5532), (35.3452, 68.2989, 49.1361), (0.942154, 0.13157, -0.308278), (35.3452, 68.2989, 49.1361), (20.354, 65.5899, 53.895), (0.939296, 0.169738, -0.29818)
15321, 690195030, 1, 5, 0, 0, 6, (89.4775, 66.3244, -7.18421), -162.243 degrees, 2.6281 degrees, -95.9061 degrees , (-0.968215, -0.234676, -0.0865303), (139.694, 72.8289, -5.84874), (381.748, 131.498, 15.7838), 60, 48.2559, 18.75, (140.714, 59.6826, -31.0071), (140.714, 59.6826, -31.0071), (0, 0, 0), (140.714, 59.6826, -31.0071), (100.242, 56.3385, -53.0773), (0.875646, 0.072353, 0.477504), (100.242, 56.3385, -53.0773), (73.9565, 55.1492, -70.5222), (0.83261, 0.0376713, 0.552577), (73.9565, 55.1492, -70.5222), (55.7297, 54.1934, -82.2037), (0.841109, 0.044106, 0.539064), 61, 54.4514, 17.91, (130.772, 78.2501, -24.8328), (64.1024, 64.615, -27.9314), (0.978706, 0.200163, 0.0454865), (64.1024, 64.615, -27.9314), (25.2172, 56.5708, -30.3152), (0.977506, 0.202216, 0.059926), (25.2172, 56.5708, -30.3152), (3.52598, 51.1995, -31.5413), (0.969224, 0.240006, 0.0547829), (3.52598, 51.1995, -31.5413), (-11.6854, 46.9282, -32.3419), (0.961531, 0.269994, 0.0506056), 62, 62.043, 17.59, (129.14, 81.0166, -13.8934), (65.9062, 69.1719, -8.03551), (0.978855, 0.183355, -0.0906792), (65.9062, 69.1719, -8.03551), (21.951, 61.5266, -9.18698), (0.984881, 0.171302, 0.0258005), (21.951, 61.5266, -9.18698), (-3.79241, 56.0468, -9.9053), (0.977723, 0.208121, 0.0272815), (-3.79241, 56.0468, -9.9053), (-20.6874, 51.9146, -10.4002), (0.970976, 0.237481, 0.0284431), 63, 59.656, 16.738, (129.338, 81.4417, -2.52773), (73.826, 71.9262, 11.3258), (0.957096, 0.164059, -0.238854), (73.826, 71.9262, 11.3258), (33.286, 64.4418, 14.7856), (0.979937, 0.180915, -0.0836311), (33.286, 64.4418, 14.7856), (8.35199, 58.7754, 16.8129), (0.972087, 0.22091, -0.0790344), (8.35199, 58.7754, 16.8129), (-8.33712, 54.4088, 18.1154), (0.964688, 0.252405, -0.0752895), 64, 46.7692, 14.868, (132.884, 76.0424, 8.95854), (83.2663, 70.4703, 28.6991), (0.924144, 0.103783, -0.367677), (83.2663, 70.4703, 28.6991), (52.3058, 67.6709, 38.9713), (0.945648, 0.0855035, -0.31375), (52.3058, 67.6709, 38.9713), (35.2116, 65.2346, 44.4325), (0.94391, 0.134528, -0.301556), (35.2116, 65.2346, 44.4325), (20.1967, 62.4648, 49.0806), (0.940778, 0.173547, -0.291234)
15322, 690203647, 1, 5, 0, 0, 6, (89.4075, 63.1754, -11.3393), -165.116 degrees, 2.12992 degrees, -95.3954 degrees , (-0.963627, -0.247411, -0.101051), (139.658, 69.3052, -9.57711), (380.565, 131.158, 15.6856), 60, 48.2559, 18.75, (140.805, 56.0475, -34.6714), (140.805, 56.0475, -34.6714), (0, 0, 0), (140.805, 56.0475, -34.6714), (100.54, 53.0874, -57.1717), (0.871159, 0.0640437, 0.486807), (100.54, 53.0874, -57.1717), (74.3882, 52.1071, -74.8298), (0.828361, 0.0310535, 0.559334), (74.3882, 52.1071, -74.8298), (56.1992, 51.2602, -86.5785), (0.839364, 0.0390787, 0.542163), 61, 54.4514, 17.91, (130.948, 74.7151, -28.6629), (64.2077, 61.5721, -32.3075), (0.979751, 0.192939, 0.0535022), (64.2077, 61.5721, -32.3075), (25.2636, 54.08, -35.4181), (0.978986, 0.188338, 0.0781957), (25.2636, 54.08, -35.4181), (3.52556, 49.014, -37.0479), (0.971317, 0.226364, 0.0728217), (3.52556, 49.014, -37.0479), (-11.7262, 44.9539, -38.1304), (0.96408, 0.256646, 0.0684261), 62, 62.043, 17.59, (129.24, 77.5392, -17.75), (65.8671, 66.1976, -12.4149), (0.980997, 0.175566, -0.0825869), (65.8671, 66.1976, -12.4149), (21.8565, 58.9817, -14.0965), (0.986123, 0.161684, 0.0376791), (21.8565, 58.9817, -14.0965), (-3.94003, 53.8084, -15.1201), (0.979737, 0.196477, 0.038876), (-3.94003, 53.8084, -15.1201), (-20.8827, 49.9063, -15.8127), (0.973716, 0.22426, 0.0398026), 63, 59.656, 16.738, (129.338, 78.0098, -6.38485), (73.6331, 68.9722, 7.00577), (0.960426, 0.155821, -0.230873), (73.6331, 68.9722, 7.00577), (33.0096, 61.785, 10.0962), (0.981956, 0.17373, -0.0747013), (33.0096, 61.785, 10.0962), (8.0168, 56.3053, 11.9008), (0.974377, 0.213632, -0.0703565), (8.0168, 56.3053, 11.9008), (-8.71582, 52.0659, 13.0569), (0.967204, 0.245053, -0.0668241), 64, 46.7692, 14.868, (132.739, 72.6316, 5.15487), (82.9054, 67.5169, 24.4694), (0.928176, 0.0952627, -0.359741), (82.9054, 67.5169, 24.4694), (51.8494, 64.8935, 34.4968), (0.948565, 0.0801271, -0.306275), (51.8494, 64.8935, 34.4968), (34.7011, 62.5353, 39.821), (0.946895, 0.130216, -0.293995), (34.7011, 62.5353, 39.821), (19.639, 59.8213, 44.3473), (0.943743, 0.170053, -0.283603)
